,A,TdcA,Crp,ihfB
abx_mega__rach_dmso__1,0.0709290548,-0.9123851053,-0.2340068764,-0.6969566792
abx_mega__metro_dmso__1,-0.6238382869,-2.590092631,-0.33700626310000004,-0.24371025970000001
abx_mega__dmso-6__1,-0.8792730062,0.5308174987000001,-0.2857852433,0.3294536628
abx_mega__chl_h2o__1,-1.4582001199999999,-4.6175461634,-2.9247054987,-1.0253066066
abx_mega__cst_h2o__1,-0.4668245193,-0.8219480821,0.0899715865,-1.1929652783
abx_mega__tec_h2o__1,-4.6397576546,-6.5713221847,-1.6070723407,0.8805616572
abx_mega__str_h2o__1,-2.2691150807,-6.0439938411,-0.5390842036,1.9132335694
abx_mega__ctx_h2o__1,4.3727365427,-0.5899418066000001,-0.0980165268,-1.1279696429000001
abx_mega__nal_naoh__2,1.0125283772,0.0659360299,0.2016373309,-0.9605612867000001
abx_mega__phos_h2o__1,-0.3554066336,1.6554919984,-0.2490351859,-0.7856317823000001
abx_mega__dmso-5__2,-2.1628510304,-0.1256521086,0.0411821817,0.10447339950000001
abx_mega__polmyx_h2o__1,1.9507525363,-0.7191008498,0.0231238538,-1.1566112913
abx_mega__h2o-8b__1,-1.0034652086,-0.0173406405,0.0476350313,-0.5151260577
abx_mega__h2o-6__1,0.5981623739,0.46970076860000004,0.24713669740000002,-0.3442757495
abx_mega__thio_dmso__1,1.5594888294,-2.4058635239,-1.5465123927,-2.3813583609
abx_mega__phos_h2o__2,-0.3193347888,0.6094523562,0.2066153554,-1.0600417401
abx_mega__ctx_h2o__2,-0.2925290524,-1.7623458368,-0.5157335737000001,-2.7828060503
abx_mega__lzd_dmso__1,-2.3823518562,-4.8067367147999995,-1.8223907651,-0.938501404
abx_mega__naoh-9__1,-1.5267704597,-2.5717184845,0.36042412560000003,-1.1086632386
abx_mega__dox_dmso__1,-2.6108193236,-3.2009159984,-1.3002511837,-1.5186830960000002
abx_mega__phos_ethanol__1,-1.6741552753,0.6842269865,0.3379205155,-1.0835463994
abx_mega__teix_dmso__1,-1.5620415542,-2.8913544959,-0.6834405493,-0.2108301915
abx_mega__dmso-10__1,-1.0266836506,0.26665091700000004,0.1656640608,-1.1932094615
abx_mega__van_dmso__1,-4.6103448785,-5.5039899283,-0.9934080376000001,0.5828825608
abx_mega__ramo_h2o__1,-0.5327099859000001,-2.4748186906000003,-0.3443110079,-0.9701385051
abx_mega__tec_h2o__2,-1.7593958151,-4.0272598349,-0.9407234058,-0.8524414069
abx_mega__h2o-7__1,-2.4413408996,0.09228012270000001,-0.0040549861000000005,-1.405760481
abx_mega__cro_h2o__1,-1.8698679748,-1.1838603509,-0.1478341465,-2.0779262437
abx_mega__tric_ethanol__1,-1.9362046212,-5.0840157609,-0.1558928562,-0.1903310601
abx_mega__nor_naoh__1,1.6344856145,0.6115764904000001,0.2764607147,-1.0812140072
abx_mega__teix_dmso__2,-1.4428591616,0.4533335522,-0.14661147630000002,-0.026524093000000002
abx_mega__nal_naoh__3,1.5490342648,-0.0223811932,0.2201400917,-1.0022560843
abx_mega__novo_h2o__2,-1.8422717767,-3.5847989215,0.1874058842,-1.7171008209
abx_mega__dmso-10__2,-1.829412239,-0.141072982,0.0513472187,-0.8705550239000001
abx_mega__phos_h2o__3,0.1122116799,0.9435915226,0.3866879371,-0.6341559143000001
abx_mega__dmso-6__2,-0.1018729139,0.7674711111,-0.0602559214,0.5477587571
abx_mega__rfp_ethanol__1,-4.3799027479,-5.4306444237000004,-1.4743546362,-1.3179166312000001
abx_mega__dmso-5__3,-1.1177414686,-0.17081498250000002,-0.13444608700000002,-0.09633023900000001
abx_mega__amyc-d_dmso__1,0.8898139273000001,-2.1226255579,-1.621907484,0.6487792296
abx_mega__sxt_dmso__1,-3.4281139232,-0.21281922690000002,-0.0376343135,-1.398343179
abx_mega__dmso-1__1,-1.1745800889,0.6277245686,-0.0810478849,-0.0548211138
abx_mega__pen_h2o__1,3.0071740975,-0.6158432408,0.1296583874,-0.4764255264
abx_mega__dmso-10__3,-1.9402098279,-0.1349421612,0.2017965224,-0.9915859493
abx_mega__nal_naoh__4,-0.31077112630000003,-1.1334690913,0.1490464558,-1.1529412139
abx_mega__cip_naoh__1,-0.0607255534,-1.4414703663,0.2623448043,-1.0626874924
abx_mega__pen_h2o__2,2.3113920605000002,-0.7866331791000001,-0.22631582460000002,-0.9260874235000001
abx_mega__ery_dmso__2,-3.5105712046,-4.3525877331,-1.9945889461,-1.3048554744
abx_mega__dmso-2__2,-2.957334126,-2.7326540349,-0.303318389,2.186138402
abx_mega__van_dmso__2,-5.2120103828,-5.3775482506,-0.9213934478,0.9100277827000001
abx_mega__h2o-1b__1,-1.7344064006000002,-1.7219819287,-0.5542551321,-0.8877531976
abx_mega__ery_h2o__1,0.8359433294,-4.1519796136,-2.4371824129,-1.5251338072
abx_mega__bacit_h2o__1,-9.6982524272,-7.1439531096,-0.6975730314,-1.4504833334
abx_mega__chl_h2o__2,-1.2452695637,-4.7659490854,-2.788252041,-1.2200697843000001
abx_mega__str_h2o__2,1.1662022434,-4.3246436493000004,-0.46271994780000003,1.7775761065
abx_mega__rfp_ethanol__2,-4.9723006741999995,-6.1884403893,-1.0117169578,-1.2855187251
abx_mega__polmyx_h2o__2,2.4544194853,-0.4682845056,-0.1729404675,-0.8769879084000001
abx_mega__tric_h2o__1,0.7985733977,-1.1839534839,0.2138522692,-1.2793691829
abx_mega__cip_naoh__2,1.0918004608,0.21098904710000002,0.22403181360000002,-1.080054735
abx_mega__novo_h2o__3,-1.7002921801,-3.2202330761,-0.09237995040000001,-1.4207421173
abx_mega__bacit_dmso__1,0.0961411975,-1.147787117,-0.38942819040000004,-0.36320266970000004
abx_mega__gen_h2o__1,-7.437964166,-7.3204915124,-1.1362642293,3.0734252999
abx_mega__bacit_dmso__2,-1.6516559172,-1.7967814056,-0.41342659340000004,-0.1474923579
abx_mega__chl_dmso__1,-5.3749155206,-5.5861209091,-1.6036324816,-0.8603384773
abx_mega__bacit_h2o__2,-5.4648293421,-3.7027083609,-0.5104274184,0.0810143052
abx_mega__lvx_dmso__1,-0.5789773099000001,-0.234393661,-0.1584196907,-0.8766338815
abx_mega__bacit_h2o__3,-8.0340554566,-6.8867142336,-0.6589226995,-1.0401998064
abx_mega__nor_naoh__2,1.910312435,1.0898572084,0.1764471632,-1.1131732022
abx_mega__amyc-d_dmso__2,-0.4851365818,-1.5185162182,-0.5799739837,1.1241333731
abx_mega__polmyx_h2o__3,-1.1378013967,-4.7490663312,-0.6950204566,1.0533152899
abx_mega__naoh-6__1,-0.19469106930000002,-0.1275153815,0.245553549,-0.2205498512
abx_mega__cst_h2o__2,1.1946263899,-1.0505133185,-0.24882076420000002,-0.9253991697
abx_mega__h2o-1b__2,-5.6026906493,-5.0058959803,-1.0972302127,-0.6949207847000001
abx_mega__rfp_h2o__1,0.13193398110000001,-2.3301074069,-2.0210704043,0.3662144094
abx_mega__tet_h2o__1,1.1381406199,-3.1729017181,-1.6584843203,-0.9221896544
abx_mega__flavo_dmso__1,1.6004013675,-1.4394274179,-0.2397944182,-0.3053163494
abx_mega__zeocin_h2o__1,1.8714958681,-0.1972016486,0.1989831632,-1.4155199507
abx_mega__nor_naoh__3,1.8212572472000002,0.4053177043,0.10670366340000001,-1.0599211097
abx_mega__rach_dmso__2,-3.1157403178,-1.1726018498,-0.1227589166,-1.4386345449
abx_mega__thio_dmso__2,-3.5083617859,-6.1905471837,-1.4531793695,-0.2803295697
abx_mega__amyc-d_dmso__3,1.5094496577,-2.5194065204,-1.642695013,0.6293734383
abx_mega__rif_dmso__2,2.068563131,1.2353947439,-0.659556922,-0.2010869699
abx_mega__amyc-d_dmso__4,0.9588733431,-0.7077741966000001,-0.5482364304,1.2525770415
abx_mega__teix_dmso__3,-0.9149401464,0.411611569,-0.1455592358,-0.2896248806
abx_mega__valin_dmso__1,0.8452641782,-0.9321495788,-0.6506498564000001,-0.5997892775
abx_mega__teix_dmso__4,-0.48020460540000004,0.5311384346,-0.0665078507,0.1237988565
abx_mega__ethanol-10__1,4.4124356196,-0.0918938229,0.0163008612,-1.5734086149
abx_mega__inh_h2o__1,-0.4136013771,-0.2341529617,0.3281616036,-1.8638919299
abx_mega__rif_dmso__3,1.126062269,-0.3964084042,-1.3897674496999999,0.6829585180000001
abx_mega__van_dmso__3,-4.9757775977000005,-4.2562455302,-0.94657928,0.9236742301
abx_mega__doxo_dmso__1,-2.6841830033000003,-1.0789159488,-0.11358356480000001,-1.7925095215
abx_mega__tmp_dmso__1,2.2107699402,2.0963188708,0.2090437913,-1.0856227286
abx_mega__ethanol-10__2,2.7467851091,0.1733678075,0.156288703,-1.5969538419
abx_mega__tmp_dmso__2,2.1257494655,2.5214690968999998,0.1914919696,-1.1365814194000001
abx_mega__amyc-d_dmso__5,0.1596495788,-2.682993469,-1.6521756011000002,0.9335471945
abx_mega__novo_h2o__4,0.51486171,-3.1302103024,-0.2527058608,-0.9001345086
abx_mega__cro_h2o__2,-0.96688251,-1.6187265941,-0.30657057660000003,-1.5787237146000002
abx_mega__cro_h2o__3,0.44702576930000004,-1.176488091,-0.2669976047,-1.5363409356000002
abx_mega__gen_h2o__2,-9.6255262072,-7.6070053445,-1.0307723459,3.3245249795
abx_mega__phos_h2o__4,-3.9891401021,-5.2821846205,-0.0309958632,1.3672523569
abx_mega__metro_dmso__2,-0.41121968950000004,-1.9280356719,-0.3804310446,-0.2511288672
abx_mega__ery_h2o__2,4.3121876049,-3.2006926615,-2.3462003852,-1.2241393744
abx_mega__sacet_h2o__1,-5.7599539805,-6.3993351689,-0.6041545277,2.2712715973
abx_mega__nal_naoh__5,0.7089771624,-0.40822278100000003,-0.054980210200000004,-1.1236160881
abx_mega__bacit_h2o__4,-5.9506540191,-5.2368966434,-0.7076949831,0.16848949670000002
abx_mega__cip_naoh__3,-0.9540636922,-0.38996890630000003,0.1102525246,-1.2601444012
abx_mega__ethanol-8__1,-1.8133059802,1.1157658197,-0.0590977866,-1.4558741109
abx_mega__h2o-8a__1,3.3004829747,-1.184015287,-0.22081801820000002,-1.5760854295
abx_mega__ery_h2o__3,1.8861221865000002,-3.2613960131,-2.3057897995,-1.4715961776
abx_mega__flavo_dmso__2,-2.747969727,-1.3054863298,-0.3165443482,-1.5589412839999999
abx_mega__rif_dmso__4,0.2226831082,-0.5398184223,-1.5399098517,0.3994912939
abx_mega__novo_h2o__5,-0.748609696,-4.0908625537,-0.3411830033,-0.9678017240000001
abx_mega__teix_dmso__5,-1.1919665695,0.9418087845,-0.0340696975,-0.9608040567
abx_mega__naoh-2__1,-3.4630734132,-5.6646244158,-0.31705369640000003,1.2447894583
abx_mega__novo_h2o__6,-0.8941309417000001,-3.9625171594,-0.5697764494,-1.191436742
abx_mega__ctx_h2o__3,1.7374933922,-1.9792490203000002,-0.31765341210000003,-1.9337324817
abx_mega__rach_dmso__3,-3.460603017,-1.4077369537,-0.25011430100000004,-1.1366547883
abx_mega__valin_dmso__2,1.4051287708,0.1957936825,-0.8373204843000001,-0.7399595053
abx_mega__amyc-d_dmso__6,-3.3072804337,-4.8034222478,-1.2728116676,0.923138631
abx_mega__dox_dmso__2,1.3720558632,1.090025832,-0.025511662,-0.6534829936000001
abx_mega__teix_dmso__6,-1.2308573838,1.1481688392,0.1480773849,-1.1495585992
abx_mega__naoh-6__2,-0.11566628420000001,-0.3328441488,0.1439389809,-0.3206835072
abx_mega__inh_h2o__2,-5.5720604664,-3.611876243,0.0779751018,-0.8808770448000001
abx_mega__chl_h2o__3,-3.4081479491,-5.0319465731,-2.8414442095,-2.0232756272
abx_mega__nal_naoh__6,1.2149832317,-0.3798827402,0.0426535923,-1.1867332256
abx_mega__chl_dmso__2,-4.759265876,-4.5525928372,-1.6022828696,-0.9006154946
abx_mega__rach_dmso__4,-4.1972705569,-0.7079410319,-0.0800003088,-1.631366638
abx_mega__teix_dmso__7,-1.4145505044,-0.22907287070000001,0.0001683552,-1.033868219
abx_mega__ceru_ethanol__1,-0.1946281531,-2.184080847,0.1315329539,-0.7600665551
abx_mega__dmso-7__1,-2.5273054546,0.6646984372,-0.1486598298,-0.4911206664
abx_mega__naoh-6__3,0.3341725424,-0.020729601,0.232671539,-0.30821672310000003
abx_mega__phos_ethanol__2,-0.1170810125,0.4120746389,0.2168248136,-1.1953659872
abx_mega__metro_dmso__3,-0.742357272,-2.2018208337,-0.3791651303,-0.137280135
abx_mega__van_dmso__4,-4.404128188,-4.2161526567,-0.8353134788000001,1.2171043994
abx_mega__h2o-10__1,2.4777066016,-1.7889269605,-0.0202364792,-1.5275886062000001
abx_mega__h2o-10__2,3.3166677814,-1.235796256,-0.0607073754,-1.9308061206
abx_mega__dmso-6__3,-0.6710360129,1.1039290995,-0.2527744328,0.33441959600000004
abx_mega__mem_dmso__1,-0.8306541424,-0.5977483294,-0.1981004934,-1.6562199957
abx_mega__ethanol-8__2,-2.39123912,1.0886321382,-0.021523506600000002,-0.9106399612
abx_mega__chl_h2o__4,-3.8384497716,-5.7013813278,-2.6700349591,-1.9080504914
abx_mega__van_h2o__1,0.8123488249,-1.6362160725,-0.9103162108,-0.9515812199
abx_mega__dcs_h2o__1,0.1825286122,0.024936968400000002,0.0943710534,-1.2671154485
abx_mega__rif_dmso__5,1.7637019638,0.6993851364,-0.1829334597,-0.0163777134
abx_mega__dox_dmso__3,1.1995194054,-1.765383549,-0.3972091841,-1.1819124107
abx_mega__mem_dmso__2,5.1467416057,-0.20856180670000002,-0.2638287498,-0.8976499983
abx_mega__lvx_dmso__2,0.1173994772,-0.6919575522,0.0417388443,-0.7905816784
abx_mega__tet_h2o__2,-0.4416400594,-3.6129132497,-2.2693012292,-0.8527907562
abx_mega__phos_h2o__5,-5.3856777775,-4.3036008438,-0.1972134109,1.3728449627
abx_mega__monac_dmso__1,-7.4704825342,-5.7322776624,-0.8663395759,0.5807675425000001
abx_mega__str_h2o__3,0.529237473,-1.5279000303,0.1259657223,-1.8941859509
abx_mega__zeocin_h2o__2,-2.2673497943,-2.5471427035,-0.6476176532,0.3180122541
abx_mega__amyc-d_dmso__7,-1.0118409152,-5.2220770024,-1.42088019,0.8686363537
abx_mega__fidax_dmso__1,-1.5993079492,-0.4766996283,0.007690172800000001,-0.8441132099
abx_mega__h2o-1a__1,-0.35285001720000003,0.1495748664,0.0575483496,0.0625105212
abx_mega__dox_dmso__4,1.3765261632999999,0.5545441710000001,0.2665585241,-0.8835196625
abx_mega__lzd_dmso__2,-4.3581963736,-6.9308995524,-1.9463157999,-1.2250992002
abx_mega__tet_h2o__3,1.5497197220999999,-2.7191961333,-1.5689931018,-1.2535987095
abx_mega__dmso-1__2,-0.6621695624,1.2791143549,-0.0638843971,-0.15609256470000002
abx_mega__sxt_dmso__2,3.0221337058,-0.6348436412,-0.6176702001000001,-0.5219061525
abx_mega__tric_ethanol__2,-2.2990874226,-1.4922726283,-0.058214080700000004,-0.6248932219000001
abx_mega__teix_dmso__8,2.5029880276,-0.6827155229,-0.3208467193,-0.8532571789000001
abx_mega__ramo_h2o__2,-0.06618112970000001,-1.9739649734,-0.3043319677,-0.8440673101
abx_mega__inh_h2o__3,-0.6591685945,-0.8086692945,0.2263080572,-1.6423178196000001
abx_mega__cst_h2o__3,-1.4373773231,-2.7030760319000002,-0.6604587882,-0.7419004346
abx_mega__dmso-9__1,-1.0345991407,-0.6256371699000001,0.1652363888,-1.0228097095
abx_mega__ethanol-8__3,-2.0451768799,0.6305724445,0.073808526,-0.8209870645
abx_mega__monac_dmso__2,-7.2072716416,-5.432556348,-1.4421129371,0.5544799185
abx_mega__dmso-9__2,-1.9518674006,-0.6880013467,0.0124821121,-0.6908904131
abx_mega__metro_dmso__4,-0.3308116527,-2.3121790512000002,-0.0624036472,0.11122089040000001
abx_mega__ctx_h2o__4,1.561507895,-1.7061346163,-0.3304413054,-2.1413952496
abx_mega__zeocin_h2o__3,-0.9421672098,-2.0247523893,-0.8187488844,0.6797201304
abx_mega__bacit_h2o__5,-2.8050683385,-2.4981864451,-0.6212632720000001,-0.0813581815
abx_mega__reta_dmso__1,-1.5428549484,-5.6548085543,-2.0377494386,-0.8155494813
abx_mega__ery_h2o__4,-0.1828735559,-3.8265793883,-2.3919325405,-1.0687696929
abx_mega__ceru_ethanol__2,-5.3826720251,-6.3734883934,-0.2507206522,0.3147754193
abx_mega__fidax_dmso__2,-1.1678879611,0.20746773570000002,0.07346573220000001,-0.7102352016
abx_mega__novo_dmso__1,-2.3338870571,-4.5888752492,0.3143882568,-0.8855864517
abx_mega__naoh-6__4,-0.9086628102000001,-0.2292917324,0.1617989176,-0.3273901919
abx_mega__amyc-d_dmso__8,-0.063818976,-1.0836240111,-0.4081937196,1.1375522752
abx_mega__chl_dmso__3,-4.7202576107,-5.483225804,-1.7002395932,-0.8341317912
abx_mega__nal_naoh__7,-0.5153618143,0.6370719017,0.1538530863,-0.7477767726
abx_mega__teix_dmso__9,-1.6695747419,0.194278475,0.1414549701,-1.2438504318999999
abx_mega__ery_dmso__3,-2.3808374634,-4.7118202747,-1.7943494913,-1.3600939619
abx_mega__tmp_dmso__3,2.083320121,2.097240555,0.2193526747,-1.2032978044
abx_mega__sxt_dmso__3,-3.9861274567000002,-0.7097368797,-0.3849941899,-1.5183364254
abx_mega__polmyx_h2o__4,-0.8868099291,-4.4571145102,-0.732440443,0.8265102893
abx_mega__mem_dmso__3,-1.5638263614999999,-0.7023862553,0.1017285234,-0.8085937780000001
abx_mega__nal_naoh__8,-5.2892210569,-3.9597934606000003,-0.2163555027,0.6144673881
abx_mega__pen_h2o__3,-1.312111522,0.0744821643,-0.1832599433,-0.7307318690000001
abx_mega__van_dmso__5,-4.6033029883,-4.7390233655,-0.9702752261,1.0924749437
abx_mega__zeocin_h2o__4,-2.3809206452,-3.4291870798,-0.7029806271,0.6265042858000001
abx_mega__h2o-6__2,0.5248840209,0.4815768884,0.2689052974,-0.1930641951
abx_mega__tet_h2o__4,0.2234641809,-3.970909878,-1.7485042558,-1.1221989695
abx_mega__nor_naoh__4,-1.2986952381,-1.9090179402,0.2638014382,-0.8893847205000001
abx_mega__cip_naoh__4,1.5511308277,0.625728122,0.1813226141,-1.1343377475
abx_mega__tmp_dmso__4,2.3822724469,0.8463888700000001,-0.0659537084,-1.2139028339
abx_mega__reta_dmso__2,-0.7452328536,-4.303146974,-2.6935232182,-0.8070874991
abx_mega__mem_dmso__4,-2.2898523955,-1.8636315043,-0.24608755940000002,-2.112586486
abx_mega__dox_dmso__5,-2.9302818217,-4.2362570877,-1.4072956342,-1.1911668779
abx_mega__tmp_dmso__5,-1.6764311806,1.2054261312,0.13500124700000002,-0.9323923927000001
abx_mega__flavo_dmso__3,-2.4963136995,-0.9804398465,-0.16266356510000002,-1.3161077135
abx_mega__tmp_dmso__6,1.0788006642,1.6771701584,-0.08100398930000001,-1.3777511591
abx_mega__ceru_ethanol__3,-5.0009335408,-3.3825756656,-0.0203257193,-0.1171657056
abx_mega__teix_dmso__10,2.6206634623,-0.5805376396,-0.0864598209,-0.49182771470000003
abx_mega__novo_h2o__7,-1.4424948826000001,-3.5453059146,0.09512308080000001,-1.4181288842
abx_mega__fidax_dmso__3,-2.7409331959000003,-1.8886248373,0.056592892000000006,-0.1270655376
abx_mega__h2o-1a__2,-0.1065508213,0.32636684190000004,-0.0203162279,0.019027187600000002
abx_mega__dcs_h2o__2,2.0417029555,-0.7850812652,0.08127249760000001,-1.3556210419
abx_mega__cst_h2o__4,-0.1936884176,-1.8563383793,-0.42764759150000003,-0.8715800265
abx_mega__van_h2o__2,-0.1469068882,-0.7921618447000001,-0.3318785326,-1.0604877154
abx_mega__pen_h2o__4,-0.7258177568,0.7505263261,-0.1072682971,-1.21089239
abx_mega__h2o-8b__2,-0.0930889968,0.0129427194,0.2832759084,-1.8870095360999999
abx_mega__reta_dmso__3,0.4796810207,-3.8168163304,-2.220698214,-1.3888387334
abx_mega__dmso-7__2,-2.258224726,-0.4250771035,-0.324421403,-0.8358051031
abx_mega__rfp_h2o__2,0.28688050200000004,-2.8134792478,-2.078741852,0.5651488816
abx_mega__rif_dmso__6,0.9595470677000001,-0.0070137016,-0.8986833081000001,0.2685785134
abx_mega__sxt_dmso__4,-4.1271206123,-1.2199121744,-0.39061972300000003,-1.6003623698
abx_mega__cip_naoh__5,1.8692393619,0.9238351274000001,0.5302146851,-1.1976275807
abx_mega__dmso-9__3,-1.6977471446,0.1968203249,-0.0648156579,-0.7254365348
abx_mega__mem_dmso__5,-1.2986449753,-0.5310728174,-0.2015433442,-1.5497718291
abx_mega__tric_h2o__2,1.5007447916999999,-1.8340013558,0.0561230447,-1.4148320002
abx_mega__phos_h2o__6,0.2017129647,0.8647086299000001,0.1840419059,-0.5654554842
abx_mega__h2o-7__2,-3.832560591,-0.1515871782,-0.0687134662,-0.9495107329
abx_mega__h2o-10__3,4.0707700897,-0.8723616995,-0.0029101905,-1.5245136858000001
abx_mega__h2o-8a__2,2.2106972297,-1.4476323154,-0.2414092729,-1.1641195583
abx_mega__thio_dmso__3,1.9976893092,-1.646636776,-1.3992598427,-2.5741590835
abx_mega__lzd_dmso__3,-1.3628435303,-4.2323258219,-1.4757436121,-1.0544668967
abx_mega__monac_dmso__3,-4.8150667337,-5.3050427414,-1.5239909109,0.8937663383000001
abx_mega__polmyx_h2o__5,-1.3679568291,-3.1403631493,-0.5778881676000001,-1.0658638001
abx_mega__naoh-6__5,-0.7997774883000001,-1.0692533500999999,0.2383405456,-0.4030416777
abx_mega__teix_dmso__11,-0.2809677405,0.5865014857,0.2231626615,-0.3592908259
abx_mega__van_h2o__3,-1.0482733054,-1.4733408463,-0.6145709097000001,-1.4169871254
abx_mega__teix_dmso__12,-0.2585706061,-1.0450047828,0.0065499987,-0.7704255608
abx_mega__dox_dmso__6,-3.6082290607000003,-4.9705467239,-0.2166458346,1.4216113671000001
abx_mega__teix_dmso__13,-3.0862725302,-2.3087956912,-0.6082655704000001,-0.5411210531
abx_mega__h2o-7__3,-2.0416535846,0.7801214636,0.012213341,-1.3035955075
abx_mega__str_h2o__4,-3.0034547247,-7.6070053445,-0.8489028276,1.3887672586
abx_mega__tec_h2o__3,-5.4070526828,-7.3112474002,-1.5276697252,0.8136457702000001
abx_mega__phos_h2o__7,0.28394142170000003,0.8177597302,0.23647347670000002,-0.698496408
abx_mega__chl_h2o__5,-0.9026445075,-4.2452580404,-2.8546736802,-1.103713867
abx_mega__polmyx_h2o__6,-4.1153632808,-4.889684194,-0.6676717403,1.2386235294
abx_mega__teix_dmso__14,-0.3072695602,0.4345292067,0.10364661430000001,-0.2659310432
abx_mega__rif_dmso__7,1.0003712741,0.10728877490000001,-0.8174938777,-0.0737889784
abx_mega__ramo_h2o__3,-1.1426877674,-2.9201035873,-0.1972418484,-0.9006875255000001
abx_mega__fidax_dmso__4,-2.8019259313,-0.7252168955,-0.2550231206,0.2081297598
abx_mega__teix_dmso__15,-2.0561200729,-0.3826832127,-0.1637807405,-1.3784560639
abx_mega__thio_dmso__4,2.980017933,-0.9637759947000001,-1.3135012281,-2.3822049737
abx_mega__rif_dmso__8,-0.0753793593,0.27157612810000004,-1.2176583871,0.4239930953
abx_mega__reta_dmso__4,-1.1503982886,-5.118135034,-2.7449780099,-1.4708029085
abx_mega__inh_h2o__4,-6.044382053,-4.0268962352,0.1674650962,-1.7224261519000001
abx_mega__novo_dmso__2,-1.841572312,-4.1800200234,0.7184192778,-1.5435894269000001
abx_mega__dcs_h2o__3,2.3920400819,-0.8085397446,-0.0899811296,-1.8093958038
abx_mega__h2o-8b__3,0.1574916289,0.9905617242,-0.0284053616,-0.9876997408
abx_mega__valin_dmso__3,-0.5784546134,-1.5634586889,-0.4440190169,-0.3076214923
abx_mega__h2o-2__1,-3.1297764595,-5.6962403592,-0.3742459546,2.3779477235
abx_mega__cro_h2o__4,2.0939784728,-1.0351582873,-0.0823108953,-0.6260783282
abx_mega__dcs_h2o__4,0.3914802522,0.2426062012,0.19009073370000001,-1.3243610216000001
abx_mega__str_h2o__5,2.22284672,-1.4252169611,0.1230572979,-1.913245468
abx_mega__h2o-8a__3,0.6663173176,-1.7693634887,-0.3090692798,-1.8270254236999999
abx_mega__dox_dmso__7,0.09909458980000001,0.2839342104,0.1271493457,-0.5718133694
abx_mega__doxo_dmso__2,-3.3267656714,-1.3545309468,-0.057352962300000004,-1.692727136
abx_mega__teix_dmso__16,-1.7375353082,-2.7038241004,-0.7911037301,-0.6914483507
abx_mega__rfp_h2o__3,-0.5092897572,-3.2051888241,-2.2550692285,0.45608091370000003
abx_mega__ethanol-10__3,1.7984441668,0.24680020230000002,0.09459037740000001,-1.6076887017
abx_mega__naoh-2__2,-3.4062328818,-4.8341861494,-0.3417330189,1.7492043202
abx_mega__van_h2o__4,-0.5176121878000001,-2.6632482902,-0.7655932475,-0.7823283851
abx_mega__sacet_h2o__2,-7.2809351997,-6.7867118715,-0.8230648089,2.1890417573
abx_mega__monac_dmso__4,-8.8728331626,-5.753155622,-1.0244460877,0.4806726161
abx_mega__h2o-2__2,-3.2441049517,-3.029833082,-0.3020521984,2.1503019243
abx_mega__zeocin_h2o__5,1.9040518483,-0.9380060145,0.0940214917,-1.9090493219
abx_mega__nor_naoh__5,-1.4065354485000001,-0.9474608720000001,0.0455558508,-0.9203707726
