,A,CusR,HprR,CueR
misc__bw_delcbl__1,0.5775185186,0.026533980000000002,-0.2989680575,0.10220061600000001
misc__bw_delcbl__2,0.5808145375,-0.07621113900000001,-0.42941810150000004,0.085074327
misc__bw_delfabr__1,1.0758896885,0.09951243100000001,-0.3860942235,-0.026612433
misc__bw_delfabr__2,0.9765334347,-0.032921591,-1.0082853095,-0.13735696
misc__bw_delfadr__1,-1.2414977651,-0.32497563300000004,-0.4544764705,0.065754505
misc__bw_delfadr__2,-1.4133182517,-0.264022892,-0.16746230750000002,0.327071665
misc__nitr_031__1,-4.5111232528,-0.42021508900000004,-0.8921578455,1.3958187930000001
omics__wt_glu__1,-8.3223632232,-1.2798468139999999,-0.8276927675,0.289347471
omics__wt_glu__2,-8.3260513626,-1.225172303,-0.8697849225000001,0.438495334
omics__wt_gly__1,-9.6920861044,-1.67062074,-0.7962391235,0.10194705100000001
omics__wt_gly__2,-9.5411651376,-1.622650051,-0.9428239735,0.16392454
omics__wt_thr__1,-7.2895907825,-0.7368405880000001,-0.9708558185,1.33363022
omics__wt_thr__2,-7.315199668,-0.6736413050000001,-1.0195302055,1.301911925
omics__bw_ac__1,2.3810906563,1.483282972,0.18485007750000002,0.774324506
omics__bw_ac__2,2.4874638952,1.495297357,0.3017564135,0.5968365520000001
omics__bw_fum__1,0.0253400844,0.458658614,-0.1337755175,0.249939182
omics__bw_fum__2,-0.0947242013,0.580494806,-0.0276373845,0.276317651
omics__bw_glc__1,1.7885548066,1.157355785,0.7270385755000001,0.5340646840000001
omics__bw_glc__2,1.6769433192,1.109234362,0.6448620635,0.6549762370000001
omics__bw_pyr__1,1.1322439953,1.173118695,0.2870089775,0.223624971
omics__bw_pyr__2,0.8848542939,1.340456789,0.3268861415,0.38376961600000004
ompr__wt_nacl__1,-13.575069646,-2.5612984389999998,0.14889678750000002,0.673867756
ompr__wt_nacl__2,-12.8290424841,-2.708952177,-0.2330950995,0.5293551980000001
ompr__bw_delompr_nacl__1,-11.6463597377,-1.95506576,-0.7443914915000001,-0.008901559
ompr__bw_delompr_nacl__2,-11.7619349849,-2.113126958,-0.6829743485,0.125360624
minspan__wt_ade__1,-6.1652274274,-1.71026422,0.4194864715,-0.7461182890000001
minspan__wt_glc__2,-10.2940194751,-2.012562218,-0.42687560150000003,-0.592706064
minspan__wt_glc__3,-9.8911198118,-2.090547255,-0.42819099850000003,-1.033901883
minspan__wt_glc__4,-9.3228131197,-1.664620083,-0.44512147550000003,-0.721859676
minspan__wt_glc_anaero__1,-12.1428299682,-2.275209137,-0.8145997195,-0.004619331
minspan__wt_glc_anaero__2,-12.4685259596,-1.8767431440000002,-1.6606257385,0.151672109
minspan__wt_trp__1,3.2910656581,-0.11680501500000001,0.23234899050000002,-1.025367399
minspan__bw_delcra_glc__2,-3.4518494188,-0.25296661400000003,-0.0806013245,-0.491716313
minspan__bw_delcra_trp__1,3.9996533184,0.19134088800000001,0.3801693895,-0.6224315930000001
minspan__bw_delmntr__1,2.3256341287,1.110804342,0.1624111285,-0.407212299
minspan__bw_delnac_ade__1,-6.5227321743,-2.103820075,0.2665912445,-0.915228166
minspan__bw_delnac_glc__1,-9.8978567165,-2.109098204,0.3991447515,-0.821820948
cra_crp__wt_ac__1,-0.9690716302000001,0.216434705,-1.0586061465,0.724238597
cra_crp__wt_ac__2,-0.8338366936,0.24646215400000002,-1.0656010135,0.780104679
cra_crp__wt_fru__1,-0.22420760110000001,0.188808274,-0.7405406565,0.33365102700000004
cra_crp__wt_fru__2,-0.2307511796,0.196757765,-0.5261225345,0.25940443
cra_crp__delcra_ac__1,-3.3125497924,-0.069845928,-0.028138284500000003,0.736807981
cra_crp__delcra_ac__2,-3.4546016455,-0.096564696,-0.3510630245,0.713602641
cra_crp__delcra_fru__1,-5.1763105472,-1.171088944,-0.47939894850000003,0.818907212
cra_crp__delcra_fru__2,-5.2119542473,-1.174046391,-0.4395344195,0.863182607
cra_crp__delcra_glc__1,0.6951185274,-0.12876906600000002,-0.1705509475,0.11578827600000001
cra_crp__delcra_glc__2,0.603609405,-0.186549131,-0.1369350425,0.07002235400000001
rpoB__wt_031__1,-10.962712292,-2.201703081,-0.7774916895,-0.044631981
rpoB__wt_044__1,-12.840198021399999,-1.9573352650000002,-0.9475837195000001,0.6025369190000001
rpoB__wt_lb__1,-14.1241049154,-2.017706618,-0.7085750155,0.144169381
rpoB__wt_lb__2,-13.6647106262,-2.143493619,-0.8384086235,0.140169773
rpoB__rpoBE546V_031__1,-12.02551299,-2.22070812,-0.7959418865000001,-0.055524210000000004
rpoB__rpoBE546V_044__1,-12.4667594353,-2.372926988,-1.2110682925,0.25804682500000004
rpoB__rpoBE546V_lb__1,-11.8629242837,-1.596217365,-1.0084144535,-0.365462995
rpoB__rpoBE546V_lb__2,-12.7375061023,-1.716068681,-0.9421367605000001,-0.37662010300000004
rpoB__rpoBE546V_glc__1,-11.1443284516,-1.787264853,-0.060684996500000005,-0.40084645
rpoB__rpoBE672K_glc__1,-8.5103202903,-2.2392784199999998,-1.4799290115,-1.398428933
rpoB__rpoBE672K_glc__2,-8.703199163,-1.781843399,-1.0222872095,-1.620239296
rpoB__rpoBE672K_lb__1,-12.8942156389,-2.205833397,-1.9223677695,-1.870512835
rpoB__rpoBE672K_lb__2,-13.0076450476,-2.278789791,-1.1356431295,-1.500760545
crp__wt_fru__1,2.6350246313,0.8899458680000001,0.2811973695,-0.540752612
crp__wt_glyc__1,-0.6391928939,-0.251729796,-0.3572358975,-0.624412469
crp__wt_glyc__2,-0.14850388180000001,-0.181850226,-0.2623920875,-0.480499006
crp__delar1_glyc__1,0.0889210904,0.256288065,-0.9879991855,0.102209725
crp__delar1_glyc__2,0.8337060632000001,0.70255842,-0.7711835545,0.35818377500000004
crp__delar1ar2_glyc__1,0.1859507636,0.215153952,-0.7315147815,0.13256457600000002
crp__delar1ar2_glyc__2,-0.030518233000000002,0.28369082100000004,-0.7969432675,-0.0018041910000000001
crp__delar1ar2_glyc__3,0.5509128179,0.39256964,-0.5020959135,0.127817873
crp__delar2_glyc__1,0.7686402498,-0.155572954,-1.1015637715,0.37387300300000004
crp__delar2_glyc__2,0.7958514156000001,-0.255946597,-1.0114477995,0.34282781700000003
crp__delar2_glyc__3,0.9728787087,0.073979364,-0.9862408675000001,0.412249342
crp__delcrp_fru__1,-0.5885409353000001,0.5011956430000001,-0.8387629545,1.130582554
crp__delcrp_fru__2,-0.2262870553,0.45457307700000005,-0.45085317750000004,0.9845861410000001
crp__delcrp_fru__3,0.0626428409,0.630523699,-0.39154718850000003,1.022140389
crp__delcrp_glc__1,0.6691762779,0.8677617630000001,-0.7524359585,0.9908098120000001
crp__delcrp_glc__2,0.8536865703000001,0.6942123320000001,-0.6570549385000001,1.008965388
crp__delcrp_glc__3,0.3993380241,0.809302994,-0.6139700455,1.0655076
crp__delcrp_glyc__1,-13.2557134053,-1.38928203,-1.0396207265,0.250895213
crp__delcrp_glyc__2,-13.8807440895,-1.4770099060000002,-1.0401925795,0.424990666
crp__delcrp_glyc__3,-13.029582458,-1.7392578950000002,-0.5476557275,0.48889203000000003
glu__glu_ale3__1,-1.6684697077,-0.783280874,-1.4386106805,0.514207641
glu__glu_ale4__1,-4.6527013912,-2.074811738,-3.0103181395,-0.272942022
glu__glu_ale5__1,-6.761164209,-2.212969073,-1.3516424755,-0.694674354
glu__glu_ale6__1,-3.3866835838,-2.194758326,-2.4721384245,-1.2932682
glu__glu_ale8__1,4.3815160513,-0.11281540300000001,-1.4681175235000001,0.428235921
glu__glu_ale9__1,-4.2529748319,-2.363288886,-2.0907166225,0.09675078200000001
glu__glu_ale10__1,-2.4912378736000003,-0.653168276,-1.2226775555,0.26566699800000004
42c__wt_42c__1,-8.7328224213,-1.3558931379999999,-0.6018206165000001,-0.114006562
42c__42c_ale1__1,-2.5685617445,-2.978580934,-2.6376097245,0.112236047
42c__42c_ale2__1,2.0743107725,-0.198067391,-1.1848342195,0.125335628
42c__42c_ale3__1,1.3058071659000001,0.13976264300000002,-0.4163113905,0.20248016700000002
42c__42c_ale4__1,2.8030390211,0.382407798,-0.6325836545,0.9641573160000001
42c__42c_ale5__1,0.9840652642000001,-0.7722008060000001,-0.5414786235,-0.514371494
42c__42c_ale6__1,-4.5201040363,-2.881500091,-2.7070692425000003,0.9285628300000001
42c__42c_ale8__1,4.0928209886,1.065430804,-0.6159109875000001,1.091873401
42c__42c_ale9__1,-0.0899237403,-0.38660447000000003,-1.8338781135,-0.5366429770000001
42c__42c_ale10__1,5.629244809,1.567605922,0.0188202625,0.8614838290000001
ssw__wt_ac__1,-2.8447663971,-0.12082066600000001,-0.1075708145,0.997726757
ssw__wt_glc__1,-11.0799822161,-2.030257446,-0.21461298850000002,-0.43034901200000003
ssw__wt_glyc__1,-0.0803047041,-1.100237612,-0.6734541115,0.35550395900000004
ssw__wt_xyl__1,-12.408636133,-2.201825059,0.3664014875,0.057880774
ssw__glc_ale1__1,-1.6377629405,-1.441126774,-0.1451631015,-0.648226187
ssw__glc_ale2__1,-11.7819521545,-3.250927078,-0.6431015365,-0.427774162
ssw__glc_ale3__1,0.4375032727,-1.780518277,-1.5694421365,-0.580108013
ssw__glyc_ale1__1,-12.1145336177,-1.990115317,-0.2352105005,-0.34508999300000004
ssw__glyc_ale2__1,1.0998901612,-2.03840637,-1.4611823845,-0.77080834
ssw__xyl_ale1__1,3.3454733866,0.887910568,0.8579170745,-0.095461819
ssw__xyl_ale2__1,3.115758507,1.123988654,0.8951466995,-0.261226713
ssw__xyl_ale3__1,3.2792382654,0.688152345,0.6240458455,-0.056717997000000006
ssw__glc_ac_ac2__1,-3.3458674881,-2.287632036,-0.5657820135,-1.004978283
ssw__glc_ac_glc1__1,1.8176857498999999,0.020639551000000003,0.7302035525,-0.318789563
ssw__glc_glyc_glc__1,2.5103000308,0.15971764300000002,0.8869550685,-0.059174241
ssw__glc_glyc_glyc__1,1.6741653209,-0.14906944500000002,0.4202203135,-0.239483196
ssw__glc_xyl_glc__1,4.4695052581,1.351846214,0.7710044085000001,-0.777531904
ssw__glc_xyl_xyl__1,0.7190868265,0.09375158500000001,0.3943902385,-0.970712776
ica__wt_glc__1,2.2343480415,0.16934200900000002,0.2850739445,-1.790935315
ica__wt_glc__2,2.7697244194,0.14300262,0.3019025285,-1.716438801
ica__wt_glc__3,-11.6540669394,-1.9751610099999999,-0.7667885075,-0.75808056
ica__wt_glc__4,-11.6650067123,-1.7006544030000001,-0.0542393945,-1.212571497
ica__arg_sbt__1,2.673352348,0.5929489,0.8398170865,-0.767564684
ica__arg_sbt__2,2.7483813167,0.831242001,0.6736707825,-1.083080982
ica__cytd_rib__1,3.0887568323,0.788444923,0.35995425950000004,-0.6868014020000001
ica__cytd_rib__2,2.239390156,0.7154886030000001,0.3332777095,-0.738831372
ica__gth__1,-8.6061406379,-0.705619478,-0.4335535445,0.8687788430000001
ica__gth__2,-9.4644185042,-1.073921385,-0.9306860925,0.928304074
ica__leu_glcr__1,2.2544889844,0.053160319000000004,0.1861966065,-1.3918341650000001
ica__leu_glcr__2,2.0532854095,0.155122049,0.3012872055,-1.605488604
ica__met_glc__1,0.10592739100000001,-0.7762851260000001,-0.06377500650000001,-1.900130431
ica__met_glc__2,-1.1766977032,-0.730803827,-0.2330983505,-1.869874672
ica__no3_anaero__1,-13.2579221822,-1.960820189,-0.3396149935,0.06916095900000001
ica__no3_anaero__2,-13.4594625764,-1.995770124,-0.1010691155,0.191238511
ica__phe_acgam__1,-5.1384063782,-1.282438345,-0.4130506685,-1.315016073
ica__phe_acgam__2,-4.312897714,-1.264407954,-0.30519142250000003,-1.4693723380000001
ica__thm_gal__1,1.8212651452,0.508916367,0.0323628755,-0.396274304
ica__thm_gal__2,1.3862809579,0.38221443800000005,-0.2957668955,-0.25110197
ica__tyr_glcn__1,-6.2777216817,-1.621172242,-0.5323183285,-1.7861310810000002
ica__tyr_glcn__2,-3.6852039307,-1.173571832,-0.3979500335,-1.680885379
ica__ura_pyr__1,-4.4056421721,-0.8350179230000001,0.0787978775,-1.213434297
ica__ura_pyr__2,0.4335414352,0.396250074,0.6143451625,-0.997855071
ica__wt_glc__5,1.0972486313,-0.142108648,0.0749000405,-1.2270638950000001
ica__wt_glc__6,1.2479048878,-0.145061826,-0.0785471655,-1.510463411
ica__bw_delpurR_cytd__1,1.058062669,-0.271875309,0.0297495345,-1.476201488
ica__bw_delpurR_cytd__2,0.2921164764,0.38028446,0.3950887605,-1.185732867
ica__ade_glc__1,0.3549129011,0.45250473900000004,0.4035253985,-1.202549833
ica__ade_glc__2,0.8911573788,-0.057188223,0.0665690525,-1.651241444
ytf__wt_glc__1,0.44351925400000003,0.317445162,0.5439685055,-0.289168472
ytf__wt_glc__2,1.2205020345,1.057915908,1.1211681245,-0.078886157
ytf__delyafC__1,-3.6191130789,-1.211316528,0.1110501025,-0.11830506
ytf__delyafC__2,-4.7051100223999995,-1.463038113,0.09662693750000001,-0.029701718000000002
ytf__delyeiE__1,-8.6671880982,-1.274729956,0.7284861465,-0.263957068
ytf__delyeiE__2,-9.6805710119,-1.656011322,0.4873956515,-0.376644056
ytf__delyiaJ__1,-8.8267680562,-1.7915997090000002,0.1637864025,-0.11345742800000001
ytf__delyiaJ__2,-11.4066695291,-1.828588376,0.3563180925,0.294741421
ytf__delyieP__1,4.2654437593,0.45546934800000005,0.7530709675,0.015263212000000002
ytf__delyieP__2,4.9674305083,1.542585692,1.7618634375000002,0.065509127
ytf__wt_ph5__1,-5.8811946684,-1.258984899,0.040803504500000004,-0.16405393000000001
ytf__wt_ph5__2,-5.7649947107,-1.143707819,0.1798587925,-0.095569307
ytf__wt_ph8__1,-8.3712476694,-1.587098762,0.044830244500000005,-0.678478896
ytf__wt_ph8__2,-8.0280918595,-1.534535704,0.1238806185,-0.396950352
ytf__delybaO__1,-5.6197269755,-1.620750085,-0.3051020555,-0.06132558900000001
ytf__delybaO__2,2.1292028942,-0.424159549,0.5693610915,-0.077503967
ytf__delybaQ__1,0.0313870998,0.143184163,0.4530350495,-0.46616264300000004
ytf__delybaQ__2,0.11715526720000001,0.186679601,0.4383187415,-0.642832179
ytf__delybiH__1,1.3280943346,1.1512322560000001,1.2630771185,0.076020793
ytf__delybiH__2,3.9887336023,1.662954144,1.6932068255,0.5411938430000001
ytf__delydcI_ph5__1,-7.2143370397,-1.183754328,-0.1032574765,-0.408614807
ytf__delydcI_ph5__2,-7.4955977008,-1.425475957,-0.0434794545,-0.511071238
ytf__delydcI_ph8__1,-11.8278988863,-1.565648023,0.19481666150000002,-0.7179671080000001
ytf__delydcI_ph8__2,-4.02726871,-0.949614728,0.39954555150000004,-0.9645429280000001
ytf__delyddM__1,-2.665528383,-0.41519272700000004,0.6522515195,-0.404364655
ytf__delyddM__2,0.2091579428,0.09987789300000001,0.8294897355,-0.417398256
ytf__delyheO__1,-7.4224704803,-1.898632386,-0.38059061650000003,-0.28125821900000003
ytf__delyheO__2,1.5625825723,-0.380113594,0.1211243105,-0.200783015
fps__bw_glc__1,0.8106111032000001,0.36133463400000004,0.9293199415000001,-0.663650708
fps__bw_glc__2,0.6504833949000001,0.31613155800000003,0.5927521665000001,-0.7530940530000001
fps__fps_thrA_ale1__1,0.3833847291,0.412492134,1.0021798755,-0.48421144800000004
fps__fps_thrA_ale1__2,0.6968749566,0.259044074,0.8406989515000001,-0.8823575520000001
fps__fps_thrA_ale2__1,1.1510877653,0.6426169810000001,0.9845902885000001,-0.555225806
fps__fps_thrA_ale2__2,1.2708388111,0.572202646,0.8567248505,-0.41835987300000005
fps__fps_serB_ale1__1,-0.29518827870000003,0.11776910500000001,0.4179674095,-0.566650392
fps__fps_serB_ale1__2,-0.1159582953,0.21660504900000002,0.2704729645,-0.40012419800000004
fps__fps_serB_ale4__1,-0.5893837417000001,0.5501083290000001,0.7312703825,0.000910607
fps__fps_serB_ale4__2,0.0354827738,0.758784352,0.8176173485,0.39564201800000004
fps__fps_ptsI_ale1__1,-0.2115872377,0.32267537700000004,0.7717564865000001,-0.7971819840000001
fps__fps_ptsI_ale1__2,0.1347724042,0.42282186800000005,0.7059852555,-0.903094397
fps__fps_ptsI_ale3__1,1.0044664913,0.41263701900000005,0.6469305395,-1.046413842
fps__fps_ptsI_ale3__2,0.4863152009,0.332156294,0.5751520785,-0.919555564
pal__lyx_ale2_f6__1,-1.2369470023,0.355507564,0.4116658695,-0.12899306800000002
pal__lyx_ale2__1,-0.7512141471,-0.07123478400000001,-0.1102679085,-0.448477075
pal__lyx_ale2__2,-0.2347789557,0.009066674,-0.1791724725,-0.725716824
pal__lyx_ale4__1,1.2375809987,0.506970683,-0.13283205450000002,-0.8927484130000001
pal__lyx_ale4__2,0.8868814753,0.173170703,-0.24468391450000002,-1.002127738
pal__5drib_ale10_f18__1,-0.8513755935,0.09011323800000001,-0.4231624405,-0.104106477
pal__5drib_ale10_f18__2,0.18426629560000002,0.432452808,-0.4125925265,-0.044978312
pal__5drib_ale10__1,1.9546892199,0.794785983,0.3804691095,0.128543348
pal__arab_ale14_f9__1,1.8275812689,1.010996321,0.46552035550000004,0.069006599
pal__arab_ale14_f9__2,2.5646761372,1.124343505,0.8667479755,-0.14166809400000002
pal__arab_ale14__1,2.1813027863,0.38157198200000003,0.5090268575,-0.637616288
pal__arab_ale14__2,2.6874185932,0.6714113930000001,0.8470297155000001,-0.675745173
pal__arab_ale16__1,1.3186700431,0.825229418,1.0459484215,-0.203566731
pal__arab_ale16__2,4.6478268142,1.995081037,1.6196530265,0.050518275
pal__tartr_ale26_f10__1,0.5695257135,0.22218575200000001,-0.2004681415,-0.129924952
pal__tartr_ale26_f10__2,-0.7706508823,-0.17838531600000002,-0.5249443195,-0.046741832000000004
pal__tartr_ale26__1,2.7995378788,0.770612527,0.0896566365,-0.27006482600000004
pal__tartr_ale26__2,5.0869256186,1.5383183900000001,0.5446217515,-0.42636439400000004
pal__tartr_ale28_f10__1,-1.3361203895,0.273883825,-0.3373187715,0.887360754
pal__tartr_ale28_f10__2,5.8267670068,2.6419742250000002,1.5044199345,0.893396548
pal__tartr_ale28__1,3.6858151533,1.35677841,0.5817236625000001,-0.23352882600000002
pal__tartr_ale28__2,3.2285769513,1.5948517309999999,0.7327939425000001,-0.16921881
efeU__delmenFentC_citr__1,-1.0461344542,-0.267980243,-0.0907651865,-0.42733758200000005
efeU__delmenFentC_citr__2,-1.0584671101,-0.138250328,-0.025245588500000003,-0.547638174
efeU__delmenFentC__1,-0.2945067562,0.655512439,0.8584220385,0.23024633400000002
efeU__delmenFentC__2,-0.19959495730000001,0.8085181060000001,0.9168667505,0.07376792900000001
efeU__menFentC_ale39__1,4.6264790766,0.907993283,0.4549054255,-0.7756422070000001
efeU__menFentC_ale39__2,4.3731062675,0.524869303,-0.0006214315,-0.702882545
efeU__menFentC_ale29__1,3.4049645143,-0.516108851,-0.5563747335,-0.487755594
efeU__menFentC_ale29__2,0.48557649340000003,-1.820951401,-1.0313615485,-0.229630836
efeU__menFentC_ale30__1,1.3428620691,-0.21553566000000002,0.2138758345,-1.362482363
efeU__menFentC_ale30__2,-0.4122316388,-0.544906922,-0.0443692315,-1.267727738
efeU__menFentCubiC_ale36__1,1.8723178427,0.521190663,0.3226053775,-0.632170187
efeU__menFentCubiC_ale36__2,1.9610263715,0.58204075,0.5019416655,-0.5835643340000001
efeU__menFentCubiC_ale37__1,0.9044028339,0.365062787,0.6958633095,-0.5231431470000001
efeU__menFentCubiC_ale37__2,0.45950204380000004,0.170676287,0.5741222195,-0.48845217100000005
efeU__menFentCubiC_ale38__1,-1.8366982974,-1.3383046410000001,0.6686163265,-0.649433131
efeU__menFentCubiC_ale38__2,-0.6591964957,-0.9533217310000001,0.8746415055000001,-0.681247653
misc2__salc_glc__1,-0.6961031842000001,-0.41153551600000005,0.7914190885,0.13693638500000002
misc2__salc_glc__2,-0.9338903499000001,-0.26152915200000004,0.1446059855,0.7506475810000001
misc2__dbcn_glc__1,-2.4342606164,-0.8831628560000001,-1.3237997715,-0.378246307
misc2__dbcn_glc__2,-4.0172405705,-0.848616899,-0.9031046565,0.06193466400000001
misc2__tyr_glc__1,-11.2227344578,-1.6500160670000001,-0.5557608235,-0.9349608760000001
misc2__tyr_glc__2,-11.4620019602,-1.853563917,-0.27789312250000003,-0.886110331
misc2__arg_cytd__1,3.1630095572,0.271643364,0.0836926675,-1.45158794
misc2__arg_cytd__2,2.5444575597,0.277617286,0.35010870250000004,-1.205568963
misc2__delyheO_pyr__1,1.3999263387,0.317619035,0.6194726645,-0.659538335
misc2__delyheO_pyr__2,1.0875311473,0.300228863,0.5519913485,-0.6003183990000001
nquinone__delubiC__1,0.2656137059,-0.139286555,0.2667536875,-1.328221786
nquinone__delubiC__2,-3.4734813687,-0.8631135040000001,0.1453582215,-0.958237188
nquinone__ubiC_ale1__1,0.5016295645000001,0.166953605,0.4702026235,-0.48504234500000004
nquinone__ubiC_ale1__2,0.6539647207,0.181803014,0.7735390565,-0.6287587060000001
nquinone__ubiC_ale2__1,0.3593432248,0.015333878,0.6295823555,-0.522130595
nquinone__ubiC_ale2__2,0.43197839450000003,-0.00920137,0.47169637150000004,-0.813262997
nquinone__ubiC_ale3__1,-3.6028279088,-1.318593338,-0.9958370885000001,-1.651990196
nquinone__ubiC_ale3__2,-3.9188231329,-1.3982816040000001,-0.8513700215000001,-1.5059209980000001
nquinone__ubiC_ale4__1,0.5826571022,0.101284048,0.5983357865,-0.777126364
nquinone__ubiC_ale4__2,0.3271035706,0.11059553800000001,0.8390903295000001,-0.40106884600000003
nquinone__delpdhR__1,1.5684260923000002,-0.218776312,-0.22645222350000002,-1.2865816890000001
nquinone__delpdhR__2,1.4863116201,-0.19468680500000002,-0.1676438395,-1.494094641
quinone__glu_ale4__1,2.203317668,-0.331765705,-1.7030702765,-1.327639621
quinone__glu_ale4__2,2.7429626875,-0.273963291,-1.7518908364999999,-0.7026291880000001
quinone__delmenF__1,0.7131678153000001,-0.050927339,0.44100919650000003,-0.331333154
quinone__delmenF__2,0.5753363842,0.043178252,0.4207506395,-0.642519701
quinone__menF_ale5__1,2.0066608373,-0.071671359,-0.08243547450000001,-0.046547846000000004
quinone__menF_ale5__2,2.2739333808,-0.184791597,-0.3344566375,-0.42975034300000003
quinone__menF_ale6__1,2.8426258744,0.009145257,-0.1709517765,-0.42837668
quinone__menF_ale6__2,2.5766421908,-0.291870158,-0.21310476150000002,-0.451121139
quinone__menF_ale7__1,-2.1672387732,-2.295264097,-0.9716808645,-0.492904129
quinone__menF_ale7__2,-2.245291729,-2.163919268,-0.8490011555,-0.37496477300000003
quinone__menF_ale8__1,-4.3180705808,-3.04482429,-0.4672750425,-0.5186499640000001
quinone__menF_ale8__2,-6.1728455956,-2.656254509,-0.0819605955,-0.43754635000000003
quinone__delmenFubiC__1,-7.866398877,-1.525072024,0.029954690500000002,-0.22744001700000002
quinone__delmenFubiC__2,-8.8799600521,-1.595342924,0.1179740895,-0.238088337
quinone__menFubiC_ale1__1,-1.5912094801,-2.542261146,-0.7877254925,-0.846029235
quinone__menFubiC_ale1__2,-0.9067591084000001,-2.5301304350000002,-0.8780371145,-0.66981092
quinone__menFubiC_ale2__1,-0.963947561,-2.182112737,-0.7793630905000001,-0.311997949
quinone__menFubiC_ale2__2,0.1150839404,-1.819135613,-0.9328402295,-0.39903802
quinone__menFubiC_ale3__1,0.8966616983000001,-0.205416539,0.0090538345,-1.309245952
quinone__menFubiC_ale3__2,0.8741191285000001,-0.173983456,0.052101061500000004,-1.052562968
