,A,PhoB,RstA,RcdA,hns
nac_ntrc__wt_gln__2,3.8139327461,0.6968090960000001,3.2145642535,-0.0051365595,0.41889962000000003
nac_ntrc__bw_delnac_csn__1,3.40398063,0.9693647620000001,1.7884780805,0.5403926675,-0.72500221
nac_ntrc__bw_delnac_csn__2,1.4869683802,0.539851195,2.0059056295,0.0820507815,-1.06691429
nac_ntrc__bw_delnac_cytd__1,3.6592457848,0.42477888,2.0466336935,0.0815595555,-0.14804482
nac_ntrc__bw_delnac_cytd__2,3.8171922487,0.132614102,1.8754529954999999,0.1092139465,-0.26308135
nac_ntrc__bw_delnac_gln__1,2.7360762562,0.222514347,2.1674812525,0.013234639500000001,0.03699667
nac_ntrc__bw_delnac_gln__2,2.7734858879,0.155833298,2.1915250645,-0.0098610525,0.12667077000000002
nac_ntrc__bw_delnac_nh4__1,-1.2334630265,-0.16307021100000002,-0.3292875145,-0.1630857635,-0.24249227
nac_ntrc__bw_delnac_nh4__2,-1.0017468892,-0.17171707500000002,-0.2325577785,-0.1260228995,-0.26696523
misc__wt_no_te__1,0.12172704890000001,0.362815842,-0.1949144085,-0.1046216635,0.18538134
misc__wt_no_te__2,-0.6473482177000001,0.20767909,-0.2827341155,-0.5118323485,0.04769501
misc__bw_delcbl__1,-0.7028107118,-0.054349497000000004,-0.0616351615,-0.1884832085,-0.25008186
misc__bw_delcbl__2,-0.5991358487,0.078080284,-0.048354309500000005,-0.0236796975,-0.22467193
misc__bw_delfabr__1,-0.9081807099,-0.036756825,-0.19767260250000002,-0.1216026905,-0.42875787
misc__bw_delfabr__2,-0.7329438015,-0.27888402100000004,-0.2270415245,-0.43504873050000004,-0.44294003
misc__bw_delfadr__1,-0.2481136865,0.055554175000000004,-0.09649668950000001,-0.5647353015000001,-0.24506315
misc__bw_delfadr__2,0.3712357666,0.08151739200000001,0.036204651500000004,0.1341422865,-0.18162453
misc__nitr_031__1,-1.0786617846,0.6076943020000001,0.1621009955,-0.09087199750000001,0.0755795
omics__wt_glu__1,0.1538953502,0.077462982,0.3451088525,-0.7001998945,-0.34721862000000003
omics__wt_glu__2,0.8109515461,0.282243562,0.4190463795,-0.3527082455,-0.19832874
omics__wt_gly__1,-0.5649826206,0.058642946,0.030532754500000002,-0.3489869625,-0.8712711200000001
omics__wt_gly__2,-1.2895363782,0.097070845,0.0006140825,-0.9827001745,-0.85417863
omics__wt_thr__1,-0.1829712979,0.30545267,0.6422067775,0.5265058605,-0.44451516
omics__wt_thr__2,0.501587448,0.20350092,0.7275540625,0.1635861425,-0.50677285
omics__bw_ac__1,0.7398747825,0.032939517,0.44564945450000004,0.7409257055,0.07924673
omics__bw_ac__2,-0.0401302889,0.057512668,0.6467916775,0.8750907535,0.14440285
omics__bw_fum__1,-0.2144118559,0.17821879100000002,0.3713748895,0.48104538150000004,0.52905826
omics__bw_fum__2,-0.1503614338,0.259079693,0.4322804135,0.49150858950000004,0.50611535
omics__bw_glc__1,0.48125760770000003,0.071672731,0.3954681465,0.2837733355,0.34010188
omics__bw_glc__2,0.0513256074,-0.186028414,0.3931633935,0.2812627655,0.30898115
omics__bw_pyr__1,1.7342840320000001,-0.167707658,0.4367388855,0.4159224255,0.40122765
omics__bw_pyr__2,0.10482856850000001,0.25778189,0.3590992865,-0.0563660885,0.42220741
ompr__wt_nacl__1,-1.0452148425,-0.53037413,-0.3499731815,0.20342276950000002,0.24013622
ompr__wt_nacl__2,-1.348651094,-0.42613677400000005,-0.5826678015,-0.3042027695,0.09760655
ompr__bw_delompr_nacl__1,-0.6437483561,-0.6306148970000001,-1.5581128555000001,0.1883396605,-0.16485909
ompr__bw_delompr_nacl__2,-0.823181542,-0.381703169,-1.5541119515,0.24195426250000002,-0.15346479
minspan__wt_ade__1,-3.5800625912,-0.7445519540000001,0.1410549895,-0.35429955350000003,0.31169691
minspan__wt_glc__2,-1.7980601284,-0.7262216290000001,-0.6858440265,-0.5671748725,-0.4047781
minspan__wt_glc__3,-2.3817131221,-0.6447048470000001,-0.6721567675,-0.43488104850000003,-0.42564953
minspan__wt_glc__4,-2.0275984929,-0.391720618,-0.6730035845,-0.3384550765,-0.47148023
minspan__wt_glc_anaero__1,0.4802495727,-0.29310278,0.7067022265,-0.38802475750000004,-0.011164199999999999
minspan__wt_glc_anaero__2,-1.0923695965,-0.508831304,0.5848116885,-0.7622338865,-0.36310159000000003
minspan__wt_trp__1,-2.0833099338,-0.6536301440000001,-0.2984399875,0.2294267325,-0.71765075
minspan__bw_delcra_glc__2,-1.0181804111,-0.891919152,-0.0629366325,-0.2718147145,-0.34685613
minspan__bw_delcra_trp__1,-1.4339978412,-0.630348373,-0.1509007285,0.19277151650000002,-0.35391567
minspan__bw_delmntr__1,-2.1360461687,-0.6604540999999999,0.2331803425,-0.1136136585,-0.9349272999999999
minspan__bw_delnac_ade__1,-1.6052135068,-1.488642728,-0.5616847315,-0.1770307035,-0.64709315
minspan__bw_delnac_glc__1,-2.6505927654,-0.5626343140000001,-0.6002839115,-0.22771452150000002,0.01202467
cra_crp__wt_ac__1,0.2444256301,-0.192730494,0.3316706915,0.1901464045,0.04067145
cra_crp__wt_ac__2,0.2042617995,-0.160796145,0.46707030250000003,-0.1154495215,-0.07536717
cra_crp__wt_fru__1,-0.29272160480000003,0.44613096300000005,0.4629212905,-0.2522704635,0.03859801
cra_crp__wt_fru__2,0.5059918518000001,0.49113128400000006,0.5488677005,-0.2570020765,0.16989901000000002
cra_crp__delcra_ac__1,0.1987206062,-0.09888292800000001,0.1638531915,1.0535280515,-0.5463671
cra_crp__delcra_ac__2,0.4629233645,-0.024220662,-0.0635602735,1.0777838095,-0.60164381
cra_crp__delcra_fru__1,1.0029690649,0.24507790100000001,-0.0486853435,0.1532226345,0.08214941
cra_crp__delcra_fru__2,0.5825022239000001,0.388442286,0.052960019500000004,-0.029990310500000002,0.0512861
cra_crp__delcra_glc__1,-0.1005967368,0.016547114,-0.1244268075,0.1027072775,-0.21585034
cra_crp__delcra_glc__2,-0.37693611520000003,0.11660711500000001,-0.3663019865,-0.1620790815,-0.17183222
rpoB__wt_031__1,-1.9467127687999999,0.168568762,0.0687277795,0.6145144165,-0.03265871
rpoB__wt_044__1,-1.4336001591,0.23178289400000002,0.0015399495,-0.3234026715,-0.28323202000000003
rpoB__wt_lb__1,1.0142689769,-0.28936932800000004,0.2198804325,0.48670812750000003,0.31083477
rpoB__wt_lb__2,0.7116019689,0.12926552600000002,0.1745772955,0.8161005095,0.30948265
rpoB__rpoBE546V_031__1,-1.4137623461,0.30834904300000004,-0.036877255500000004,0.6386496225,0.18085242
rpoB__rpoBE546V_044__1,-1.2292241585,0.521447067,-0.0291329715,0.3502829475,0.08944964
rpoB__rpoBE546V_lb__1,-0.8717329324,0.24508400100000002,0.7932482585,0.4539746425,0.18659112
rpoB__rpoBE546V_lb__2,-0.3154462389,0.125082669,0.6553544615,0.6711903105,0.17551241
rpoB__rpoBE546V_glc__1,-0.5716408728,0.042226481,-0.0975647885,-0.2353331165,-0.37339942
rpoB__rpoBE672K_glc__1,-2.916489822,-0.78429118,-1.2424024325,-0.7144243425,-0.30097453
rpoB__rpoBE672K_glc__2,-0.9864340226,-1.339148882,-1.0522460855,-0.6464499105,-0.31629168
rpoB__rpoBE672K_lb__1,-0.9401714693000001,-0.181600437,0.16395919050000002,-0.4212575905,-0.45813851
rpoB__rpoBE672K_lb__2,-2.2510525857,-0.35981423500000004,0.1228156355,-0.4391169065,-0.42975629
crp__wt_fru__1,-1.181093159,-0.263270875,-0.1814067965,0.4866961185,-0.03152985
crp__wt_glyc__1,-1.1494127077,-0.15422654600000002,-0.0583715405,0.5277273185,-0.040884830000000004
crp__wt_glyc__2,-0.9082244471,-0.169850893,0.0331056385,0.4570624755,-0.03488165
crp__delar1_glyc__1,-0.4708745837,-0.16788697200000002,0.0443029335,0.0931184885,0.34118742
crp__delar1_glyc__2,0.2822086286,0.24507624700000002,0.0365062475,0.3653952775,0.31353834
crp__delar1ar2_glyc__1,-1.0482122179,0.359928688,-0.013773015500000001,-0.2777092615,0.31966295
crp__delar1ar2_glyc__2,-0.0711667129,0.22270624700000002,0.0391650965,-0.0435196455,0.27001649
crp__delar1ar2_glyc__3,-0.8729290477,0.432346595,-0.033373413500000004,-0.3053616695,0.29785214
crp__delar2_glyc__1,-0.4915188562,0.39724635,-0.6544732385,0.5387817215,0.69388617
crp__delar2_glyc__2,-0.3337228524,-0.023272774000000003,-0.4411048635,0.8250221495000001,0.6681157600000001
crp__delar2_glyc__3,0.1828307716,0.359729713,-0.1429559515,0.9558286455,0.75800825
crp__delcrp_fru__1,-0.3536457746,0.410423564,-0.6404374645,-0.3683593315,-0.15127237
crp__delcrp_fru__2,-1.2974572206000001,0.544330526,-0.6761196915000001,-0.4058436405,-0.32019692
crp__delcrp_fru__3,-0.6163802981000001,0.5963568960000001,-0.4565039865,-0.3588688175,-0.17097684
crp__delcrp_glc__1,-1.4309889787,0.7367287690000001,-0.3911673275,-0.4352921945,-0.32083217
crp__delcrp_glc__2,-1.0874648003,0.49549939,-0.4447908215,-0.1876311705,-0.3134747
crp__delcrp_glc__3,-1.2168748115,0.399243171,-0.43277742350000004,-0.0917962685,-0.21876864000000001
crp__delcrp_glyc__1,-0.5514688323,0.29728043600000004,-0.2866367125,-0.3668379395,0.02966842
crp__delcrp_glyc__2,-0.0195304456,0.674683997,-0.2615917545,-0.3377870335,0.02537553
crp__delcrp_glyc__3,0.0293490333,0.43483354900000004,-0.40640946650000004,-0.3167488395,0.04325833
glu__glu_ale3__1,-0.19549088050000002,-0.468250518,-0.9490210755,-0.0642809825,1.3683247600000001
glu__glu_ale4__1,-1.1853685234,-0.7579673520000001,-0.0916549455,-0.06370368750000001,0.77320914
glu__glu_ale5__1,-0.5504710273,-0.9364227310000001,-0.5883926715000001,-0.1170986195,-0.10871099999999999
glu__glu_ale6__1,-1.9901340200000002,-0.9269405030000001,-0.7219362605,-0.2362627175,0.65606547
glu__glu_ale8__1,0.2635518463,-0.5230809390000001,0.6574664985,0.1921761675,1.92126842
glu__glu_ale9__1,-0.0377010725,-0.773978979,-0.0712267525,-0.2214313115,1.12685818
glu__glu_ale10__1,0.9228518059,-0.8766990050000001,-1.0662860905,-0.1554055865,0.12353771000000001
42c__wt_42c__1,-0.8954394779,-0.319607861,-0.3009855855,0.1641993635,-0.67670802
42c__42c_ale1__1,-0.3982263938,-0.765567903,0.4309612565,-0.1232057695,-0.68423688
42c__42c_ale2__1,-0.3306664326,-0.861525957,-0.2287200315,0.1774175925,-0.10393026
42c__42c_ale3__1,0.45948907600000005,-0.566273754,0.1826935925,-0.11903332250000001,-0.38124682
42c__42c_ale4__1,1.2809444506,-0.49631791100000006,-0.2594258465,1.0118981875,0.01100023
42c__42c_ale5__1,0.3489104293,-0.403923515,-0.1130227585,0.10318284350000001,-0.12419577
42c__42c_ale6__1,-0.2782932514,-1.107472242,0.4399010085,-0.11338983750000001,-1.13007257
42c__42c_ale8__1,0.9962529398000001,-0.603940836,-0.34761012150000004,0.7026964815000001,0.012841430000000001
42c__42c_ale9__1,-2.4977625416,-0.8395549320000001,0.08070052350000001,0.1964194195,1.16128745
42c__42c_ale10__1,-0.40891992390000004,-0.408495843,0.0627717675,0.1634574805,0.21495588000000002
ssw__wt_ac__1,0.014479231,0.0036198310000000004,-0.38514509350000004,0.5520704375000001,-0.40042136
ssw__wt_glc__1,0.32628768610000003,-0.8717232260000001,-0.16336538850000001,0.0503185325,0.25344146
ssw__wt_glyc__1,-1.2994738242000001,-0.549927366,-0.3827759865,0.6845941795,-0.60755293
ssw__wt_xyl__1,0.4511166797,-0.700325528,0.2957693475,-0.7242720165000001,0.28186954000000003
ssw__glc_ale1__1,-0.3126478367,0.184655106,-0.43359349350000004,0.12427803750000001,0.22923629
ssw__glc_ale2__1,-0.2135929966,-0.311064222,0.0478334385,0.08951938250000001,0.33127166
ssw__glc_ale3__1,-1.3133802506,-0.84072017,0.9100521625,-0.1695982195,0.4004929
ssw__glyc_ale1__1,-3.1651634395,-0.041023445000000006,-0.8092352425,0.1827219705,0.13415038
ssw__glyc_ale2__1,-1.30814803,-0.78732882,0.9377388595,-0.4064078465,0.2516189
ssw__xyl_ale1__1,-0.5964169888,-0.332277957,0.37684362650000003,0.5915932445000001,-0.18116071
ssw__xyl_ale2__1,-0.6133855534,-0.058094546000000004,0.5283048065,0.7315571485,0.09598591000000001
ssw__xyl_ale3__1,-1.2119424929,-0.366361769,-0.6253238035,0.34174841850000004,0.12971208
ssw__glc_ac_ac2__1,-0.5325399647,-0.8323421270000001,0.6137753875,-0.0114854775,0.01525645
ssw__glc_ac_glc1__1,-0.6377509136,-0.422929999,0.3226385355,0.2696816155,0.06730452
ssw__glc_glyc_glc__1,0.2892874965,-0.730790606,0.1286809965,-0.1971098345,0.13046633
ssw__glc_glyc_glyc__1,-0.8387330511000001,-0.7070318720000001,0.1531964335,0.8279175895,0.17749527
ssw__glc_xyl_glc__1,-0.5383536654000001,-0.8567272770000001,-0.0263495475,-0.016922133500000002,-0.47130745
ssw__glc_xyl_xyl__1,-1.9349757509,-0.108935902,0.1257093875,-0.6450004675000001,-0.31135607
ica__wt_glc__1,-2.2758193937,-0.574782203,-0.0870453805,-0.6698448045000001,-0.08233707
ica__wt_glc__2,-2.882342624,-0.5825166860000001,-0.0423348325,-0.6421692985,-0.07183076000000001
ica__wt_glc__3,-2.6946723121,-0.376099503,0.19875724050000002,-0.1374514625,-0.019951299999999998
ica__wt_glc__4,-2.7877534676,0.029974626,0.058004955500000004,-0.46594162250000004,0.21698171
ica__arg_sbt__1,-3.0639564291,-0.8234019220000001,-0.9251800725,0.0469226915,0.11541416
ica__arg_sbt__2,-2.7050365596,-1.023818061,-0.6721844545,0.19997491050000002,0.21647351
ica__cytd_rib__1,-0.9611941753000001,0.14398128500000001,-0.0823533525,0.3468624025,0.81053766
ica__cytd_rib__2,-0.752919258,0.077528398,0.0712056895,0.5080632335,0.9543906999999999
ica__gth__1,-2.0540261627,0.292388421,-1.0578377575,-0.4001426795,-1.22130921
ica__gth__2,-3.3470371465,-0.16890463900000002,-1.0553841325,-0.42650179850000003,-1.31632128
ica__leu_glcr__1,-2.1622869433,-0.979366226,0.6756375725,-0.5365556935,0.57166761
ica__leu_glcr__2,-2.098989546,-0.9641239540000001,0.6626014535,-0.4449113435,0.53828122
ica__met_glc__1,-2.3091676888,-0.686042355,-0.3286591835,-0.5298227175,-0.045095090000000004
ica__met_glc__2,-2.8666134845,-0.521393353,-0.3390460745,-0.7384730225,-0.11313505
ica__no3_anaero__1,-1.7584901981,-0.253165845,0.5151570955,-0.3018324495,0.05643903
ica__no3_anaero__2,-2.0576375468,-0.265487644,0.5167526505,-0.3683739875,0.09295959000000001
ica__phe_acgam__1,-3.0202099764,-0.581414261,-0.1530137115,-0.8238837925,-0.29743363
ica__phe_acgam__2,-3.2709349763,-0.709856618,-0.2612423745,-0.5953893325,-0.30489725
ica__thm_gal__1,-1.9773213198000001,0.15060900700000002,0.1409323795,-0.2768194735,-0.17966607
ica__thm_gal__2,-2.0002670386,0.15400286300000002,0.0856358905,-0.3561040615,-0.27952053
ica__tyr_glcn__1,-2.605791395,-0.22566581,-0.1340449555,-0.9957385335000001,-0.0527758
ica__tyr_glcn__2,-2.3719083497,-0.285074159,-0.1195130625,-0.9546564225,-0.01692324
ica__ura_pyr__1,-2.249466693,-0.37402136500000005,0.07535001050000001,-0.6540507205,0.34118301
ica__ura_pyr__2,-2.3303309724,0.010548783,-0.2372373025,-0.1093091435,0.21316321
ica__wt_glc__5,-2.629086012,-0.0042977350000000004,0.047134193500000005,-0.3589568285,0.10117201
ica__wt_glc__6,-2.3051151795,0.090215823,0.0354982345,-0.1305999395,0.10903987
ica__bw_delpurR_cytd__1,-2.465548233,-0.47556159400000003,-0.0661218145,-0.37062355950000003,-0.24890779000000002
ica__bw_delpurR_cytd__2,-2.1484350327,0.015189020000000001,0.15604011950000002,-0.2719949665,0.27960287
ica__ade_glc__1,-2.1529295725,-0.17188119999999998,0.2143504035,-0.4561380405,0.22180329999999998
ica__ade_glc__2,-2.148279333,-0.6706418980000001,-0.0017891935,-0.9133682085,-0.23934728
ytf__wt_glc__1,1.4828838228,-0.271243088,-0.5157488235000001,-0.32208165050000004,0.01989655
ytf__wt_glc__2,0.5350849886,-0.35239612000000003,-0.2089688725,-0.00039540850000000004,0.09547226
ytf__delyafC__1,0.0525187696,-0.011879716,0.1860618245,0.0052448835,0.16531805
ytf__delyafC__2,-0.2288099183,0.099256307,0.1927228085,-0.1371983975,0.22712904
ytf__delyeiE__1,-0.44498091230000003,0.16541222700000002,0.33926392650000003,-0.2311001085,0.28680958
ytf__delyeiE__2,-1.0764130706,0.28648924200000003,0.3590436965,-0.45084447450000004,0.2889651
ytf__delyiaJ__1,1.6266018393000001,0.015397967,0.3516961825,-0.2969574545,0.1994165
ytf__delyiaJ__2,1.7612425984,0.28191144300000004,0.1364148675,-0.0359437005,0.42849138000000003
ytf__delyieP__1,0.6969717465,-0.070248027,0.3815493265,0.0749049425,0.19385859
ytf__delyieP__2,1.1572351861,0.027310279000000003,0.3087586845,-0.0319169205,0.30122833
ytf__wt_ph5__1,11.3835507052,0.24964659300000003,0.3031678425,-0.4245725805,-0.04215271
ytf__wt_ph5__2,11.3748469139,0.29505669100000004,0.2705033885,-0.3086033265,0.02936957
ytf__wt_ph8__1,1.6692010936,-0.035690933,0.7162081105,-0.4992745465,0.02575863
ytf__wt_ph8__2,2.0470782783,-0.192731646,0.8556955605000001,-0.8331827785,0.03968198
ytf__delybaO__1,4.7349174686,-0.081854411,0.2788241755,-0.0211445585,0.09406905
ytf__delybaO__2,1.4517973302,-0.11205100500000001,0.5581483085,-0.0059229025000000005,0.07805088
ytf__delybaQ__1,-1.6288734331999999,-0.041238296,-0.35854680450000004,-0.1567969565,0.00406018
ytf__delybaQ__2,-1.9577391612000001,0.10387604800000001,-0.3939581185,-0.23074658750000002,0.05017509
ytf__delybiH__1,0.4836901704,-0.19308734800000002,-0.24830514750000002,0.0375481925,0.37663584
ytf__delybiH__2,1.765979658,-0.06924846700000001,0.1361734665,-0.0673412485,0.39817674000000003
ytf__delydcI_ph5__1,12.0569850486,0.133480124,0.2994900635,-0.5653351495,-0.09853427000000001
ytf__delydcI_ph5__2,12.4372675564,-0.08009709999999999,0.18374676850000002,-0.3152026925,-0.02743988
ytf__delydcI_ph8__1,2.035193352,-0.025374661000000003,0.5393890305,-0.0843239385,0.15940042000000001
ytf__delydcI_ph8__2,1.6686607332,-0.06183766,0.6765963625,-0.3493156565,0.03568397
ytf__delyddM__1,-1.7258260075,0.832749264,-0.0766745885,-0.0320084675,0.36379797
ytf__delyddM__2,-1.8767951355,0.69799743,-0.1393534505,-0.7484090575,0.30074286
ytf__delyheO__1,-0.3909267769,-0.157957028,0.0182648885,0.0545294705,0.10183973
ytf__delyheO__2,-0.8102315814000001,-0.140968008,0.1092488815,-0.1349358675,0.09501646
fps__bw_glc__1,-1.8576902788,-0.17204290800000002,0.053938109500000005,-0.3904965935,0.11158181
fps__bw_glc__2,-1.2429853261,-0.107360732,-0.2654215875,-0.6175583175,-0.00186133
fps__fps_thrA_ale1__1,-1.8121272966,0.02860488,-0.1086395425,-0.2930639215,0.32387251
fps__fps_thrA_ale1__2,-1.8954846691,0.018152858,-0.2274697795,-0.4075238145,0.19151242000000002
fps__fps_thrA_ale2__1,-2.2736575909,-0.24455269400000001,-0.061023535500000003,-0.5650249625,0.08330283000000001
fps__fps_thrA_ale2__2,-1.6840964758,-0.49851678200000005,-0.0567525695,-0.6321262895,0.028688480000000002
fps__fps_serB_ale1__1,-1.6943415828,0.043279577,-0.09414386350000001,-0.35286112750000004,-0.34505653000000003
fps__fps_serB_ale1__2,-1.4880309842,0.025957566,0.0175624245,-0.1263653625,-0.16205876
fps__fps_serB_ale4__1,-1.1310689782,-0.032508698,0.1324871305,-0.1327951415,-0.65360257
fps__fps_serB_ale4__2,-0.039694191000000004,0.12100314200000001,0.38338270750000003,-0.0136276695,-0.58392917
fps__fps_ptsI_ale1__1,-1.3401791544,-0.139046015,-0.2260796615,-0.2704816225,0.27096116
fps__fps_ptsI_ale1__2,-1.3257363287000001,-0.305667001,-0.0111604875,-0.2507125445,0.30555157
fps__fps_ptsI_ale3__1,-1.6792524711999999,0.14037032700000002,-0.1878391495,-0.3395835135,0.30606739
fps__fps_ptsI_ale3__2,-1.6081294971,0.245534783,-0.2731238505,-0.1961872765,0.2925336
pal__lyx_ale2_f6__1,-1.2965340044,0.043441123000000005,0.5254608355,0.3408492115,0.19869952
pal__lyx_ale2__1,-1.3926420947,0.472503616,0.2295403275,0.3899424125,0.51625692
pal__lyx_ale2__2,-1.2299459525,0.08867501900000001,0.3825831295,0.3936127405,0.5810062
pal__lyx_ale4__1,-1.9582358679,0.109710337,0.1675404215,0.2479397555,0.61983432
pal__lyx_ale4__2,-1.9818749905000002,-0.239424556,0.1124904515,-0.0938730185,0.49785502000000004
pal__5drib_ale10_f18__1,-1.6196895850000002,0.06283324,0.7448799985,0.8002636355,0.048606750000000004
pal__5drib_ale10_f18__2,-1.2135914548,0.138386837,0.6793211085,0.7166325815,0.050707470000000004
pal__5drib_ale10__1,-0.8440407656000001,0.020572894,0.8319133635,1.0556156835,0.52019294
pal__arab_ale14_f9__1,0.307787472,0.48348564,-0.0851676455,-0.0922362385,0.17950374
pal__arab_ale14_f9__2,-0.697573114,0.455371006,0.1817105475,-0.3225240125,0.30547714
pal__arab_ale14__1,-2.7883308062000003,-0.34979303700000003,0.0994271605,-0.0758596965,0.08149295000000001
pal__arab_ale14__2,-2.9579295325,-0.504625756,0.009719130500000001,0.29210143450000003,0.07819712
pal__arab_ale16__1,-1.8012037184,-0.018694104,0.24616540450000002,0.2269915535,0.12701641
pal__arab_ale16__2,-2.4364961205,0.029334239,0.43650740050000003,0.1344620495,0.18988008
pal__tartr_ale26_f10__1,6.3516982651,0.201444863,2.9813391815,0.1821697655,-0.43513029000000003
pal__tartr_ale26_f10__2,6.2421048206,-0.119015744,3.0867212215,0.6614029085,-0.40269031
pal__tartr_ale26__1,6.1629115238,-0.07944807300000001,2.9929782745,0.2520050755,-0.48947408000000003
pal__tartr_ale26__2,6.6598931876,0.23910170800000002,2.9696466875,0.5225936295,-0.484848
pal__tartr_ale28_f10__1,0.129646271,0.454210088,0.0334062145,0.4664089105,0.07345819
pal__tartr_ale28_f10__2,1.0964243171,0.11191192900000001,0.6889520835,0.6161670315000001,-0.21992352
pal__tartr_ale28__1,-0.9289142574,-0.115175147,0.2299935355,0.1986786495,-0.02049633
pal__tartr_ale28__2,-0.6693294418,-0.088690269,0.5879009415,0.5764430985,0.25204557
efeU__delmenFentC_citr__1,-2.0174699354,-0.47824613800000004,0.13981962350000002,-0.5006736195,-0.22828669000000001
efeU__delmenFentC_citr__2,-1.9576574938,-0.500116224,0.0503714175,-0.3220681185,-0.24107552000000002
efeU__delmenFentC__1,0.8779152586000001,0.182629902,0.0780041895,-0.42423243650000003,0.43064452000000003
efeU__delmenFentC__2,-0.08270906010000001,0.003286967,0.1486184035,-0.4852623635,0.43061774
efeU__menFentC_ale39__1,0.3063233499,-0.43491446500000003,0.0493806875,-1.0564393525,-0.1228372
efeU__menFentC_ale39__2,-0.0308711778,-0.5325290690000001,0.1617769145,-0.5549450265,-0.14411113
efeU__menFentC_ale29__1,0.9049380585000001,-0.727519585,0.7731489425,-0.8760395095,-0.33168704
efeU__menFentC_ale29__2,0.3600267842,-0.9322149890000001,0.8163079785,-1.0700629955,-0.32224971
efeU__menFentC_ale30__1,-2.3299848141,-0.48144585300000003,-0.0486791165,-0.6037487545,-0.14761467
efeU__menFentC_ale30__2,-1.3026885179,-0.520671749,0.6905281675,-0.7204238545,-0.25834116
efeU__menFentCubiC_ale36__1,-0.7920401103,0.048799438,0.6986320645,-0.6473081955000001,-0.24344014
efeU__menFentCubiC_ale36__2,-0.5270903732000001,0.098386387,0.7499653575,-0.7993513845,-0.30493191000000003
efeU__menFentCubiC_ale37__1,-1.1096897227,0.33845778,0.44127639350000003,-0.3061530575,0.09664759
