,A,PhoB,RstA,RcdA
ecoli_00038,2.7734858879,0.155833298,2.1915250645,-0.0098610525
ecoli_00039,-1.2334630265,-0.16307021100000002,-0.3292875145,-0.1630857635
ecoli_00040,-1.0017468892,-0.17171707500000002,-0.2325577785,-0.1260228995
ecoli_00041,0.12172704890000001,0.362815842,-0.1949144085,-0.1046216635
ecoli_00042,-0.6473482177000001,0.20767909,-0.2827341155,-0.5118323485
ecoli_00043,-0.7028107118,-0.054349497000000004,-0.0616351615,-0.1884832085
ecoli_00044,-0.5991358487,0.078080284,-0.048354309500000005,-0.0236796975
ecoli_00045,-0.9081807099,-0.036756825,-0.19767260250000002,-0.1216026905
ecoli_00046,-0.7329438015,-0.27888402100000004,-0.2270415245,-0.43504873050000004
ecoli_00047,-0.2481136865,0.055554175000000004,-0.09649668950000001,-0.5647353015000001
ecoli_00048,0.3712357666,0.08151739200000001,0.036204651500000004,0.1341422865
ecoli_00049,-1.0786617846,0.6076943020000001,0.1621009955,-0.09087199750000001
ecoli_00050,0.1538953502,0.077462982,0.3451088525,-0.7001998945
ecoli_00051,0.8109515461,0.282243562,0.4190463795,-0.3527082455
ecoli_00052,-0.5649826206,0.058642946,0.030532754500000002,-0.3489869625
ecoli_00053,-1.2895363782,0.097070845,0.0006140825,-0.9827001745
ecoli_00054,-0.1829712979,0.30545267,0.6422067775,0.5265058605
ecoli_00055,0.501587448,0.20350092,0.7275540625,0.1635861425
ecoli_00056,0.7398747825,0.032939517,0.44564945450000004,0.7409257055
ecoli_00057,-0.0401302889,0.057512668,0.6467916775,0.8750907535
ecoli_00058,-0.2144118559,0.17821879100000002,0.3713748895,0.48104538150000004
ecoli_00059,-0.1503614338,0.259079693,0.4322804135,0.49150858950000004
ecoli_00060,0.48125760770000003,0.071672731,0.3954681465,0.2837733355
ecoli_00061,0.0513256074,-0.186028414,0.3931633935,0.2812627655
ecoli_00062,1.7342840320000001,-0.167707658,0.4367388855,0.4159224255
ecoli_00063,0.10482856850000001,0.25778189,0.3590992865,-0.0563660885
ecoli_00064,-1.0452148425,-0.53037413,-0.3499731815,0.20342276950000002
ecoli_00065,-1.348651094,-0.42613677400000005,-0.5826678015,-0.3042027695
ecoli_00066,-0.6437483561,-0.6306148970000001,-1.5581128555000001,0.1883396605
ecoli_00067,-0.823181542,-0.381703169,-1.5541119515,0.24195426250000002
ecoli_00068,-3.5800625912,-0.7445519540000001,0.1410549895,-0.35429955350000003
ecoli_00070,-1.7980601284,-0.7262216290000001,-0.6858440265,-0.5671748725
ecoli_00071,-2.3817131221,-0.6447048470000001,-0.6721567675,-0.43488104850000003
ecoli_00072,-2.0275984929,-0.391720618,-0.6730035845,-0.3384550765
ecoli_00073,0.4802495727,-0.29310278,0.7067022265,-0.38802475750000004
ecoli_00074,-1.0923695965,-0.508831304,0.5848116885,-0.7622338865
ecoli_00075,-2.0833099338,-0.6536301440000001,-0.2984399875,0.2294267325
ecoli_00077,-1.0181804111,-0.891919152,-0.0629366325,-0.2718147145
ecoli_00078,-1.4339978412,-0.630348373,-0.1509007285,0.19277151650000002
ecoli_00079,-2.1360461687,-0.6604540999999999,0.2331803425,-0.1136136585
ecoli_00080,-1.6052135068,-1.488642728,-0.5616847315,-0.1770307035
ecoli_00081,-2.6505927654,-0.5626343140000001,-0.6002839115,-0.22771452150000002
ecoli_00082,0.2444256301,-0.192730494,0.3316706915,0.1901464045
ecoli_00083,0.2042617995,-0.160796145,0.46707030250000003,-0.1154495215
ecoli_00084,-0.29272160480000003,0.44613096300000005,0.4629212905,-0.2522704635
ecoli_00085,0.5059918518000001,0.49113128400000006,0.5488677005,-0.2570020765
ecoli_00086,0.1987206062,-0.09888292800000001,0.1638531915,1.0535280515
ecoli_00087,0.4629233645,-0.024220662,-0.0635602735,1.0777838095
ecoli_00088,1.0029690649,0.24507790100000001,-0.0486853435,0.1532226345
ecoli_00089,0.5825022239000001,0.388442286,0.052960019500000004,-0.029990310500000002
ecoli_00090,-0.1005967368,0.016547114,-0.1244268075,0.1027072775
ecoli_00091,-0.37693611520000003,0.11660711500000001,-0.3663019865,-0.1620790815
ecoli_00092,-1.9467127687999999,0.168568762,0.0687277795,0.6145144165
ecoli_00093,-1.4336001591,0.23178289400000002,0.0015399495,-0.3234026715
ecoli_00094,1.0142689769,-0.28936932800000004,0.2198804325,0.48670812750000003
ecoli_00095,0.7116019689,0.12926552600000002,0.1745772955,0.8161005095
ecoli_00096,-1.4137623461,0.30834904300000004,-0.036877255500000004,0.6386496225
ecoli_00097,-1.2292241585,0.521447067,-0.0291329715,0.3502829475
ecoli_00098,-0.8717329324,0.24508400100000002,0.7932482585,0.4539746425
ecoli_00099,-0.3154462389,0.125082669,0.6553544615,0.6711903105
ecoli_00100,-0.5716408728,0.042226481,-0.0975647885,-0.2353331165
ecoli_00101,-2.916489822,-0.78429118,-1.2424024325,-0.7144243425
ecoli_00102,-0.9864340226,-1.339148882,-1.0522460855,-0.6464499105
ecoli_00103,-0.9401714693000001,-0.181600437,0.16395919050000002,-0.4212575905
ecoli_00104,-2.2510525857,-0.35981423500000004,0.1228156355,-0.4391169065
ecoli_00105,-1.181093159,-0.263270875,-0.1814067965,0.4866961185
ecoli_00106,-1.1494127077,-0.15422654600000002,-0.0583715405,0.5277273185
ecoli_00107,-0.9082244471,-0.169850893,0.0331056385,0.4570624755
ecoli_00108,-0.4708745837,-0.16788697200000002,0.0443029335,0.0931184885
ecoli_00109,0.2822086286,0.24507624700000002,0.0365062475,0.3653952775
ecoli_00110,-1.0482122179,0.359928688,-0.013773015500000001,-0.2777092615
ecoli_00111,-0.0711667129,0.22270624700000002,0.0391650965,-0.0435196455
ecoli_00112,-0.8729290477,0.432346595,-0.033373413500000004,-0.3053616695
ecoli_00113,-0.4915188562,0.39724635,-0.6544732385,0.5387817215
ecoli_00114,-0.3337228524,-0.023272774000000003,-0.4411048635,0.8250221495000001
ecoli_00115,0.1828307716,0.359729713,-0.1429559515,0.9558286455
ecoli_00116,-0.3536457746,0.410423564,-0.6404374645,-0.3683593315
ecoli_00117,-1.2974572206000001,0.544330526,-0.6761196915000001,-0.4058436405
ecoli_00118,-0.6163802981000001,0.5963568960000001,-0.4565039865,-0.3588688175
ecoli_00119,-1.4309889787,0.7367287690000001,-0.3911673275,-0.4352921945
ecoli_00120,-1.0874648003,0.49549939,-0.4447908215,-0.1876311705
ecoli_00121,-1.2168748115,0.399243171,-0.43277742350000004,-0.0917962685
ecoli_00122,-0.5514688323,0.29728043600000004,-0.2866367125,-0.3668379395
ecoli_00123,-0.0195304456,0.674683997,-0.2615917545,-0.3377870335
ecoli_00124,0.0293490333,0.43483354900000004,-0.40640946650000004,-0.3167488395
ecoli_00125,-0.19549088050000002,-0.468250518,-0.9490210755,-0.0642809825
ecoli_00126,-1.1853685234,-0.7579673520000001,-0.0916549455,-0.06370368750000001
ecoli_00127,-0.5504710273,-0.9364227310000001,-0.5883926715000001,-0.1170986195
ecoli_00128,-1.9901340200000002,-0.9269405030000001,-0.7219362605,-0.2362627175
ecoli_00129,0.2635518463,-0.5230809390000001,0.6574664985,0.1921761675
ecoli_00130,-0.0377010725,-0.773978979,-0.0712267525,-0.2214313115
ecoli_00131,0.9228518059,-0.8766990050000001,-1.0662860905,-0.1554055865
ecoli_00132,-0.8954394779,-0.319607861,-0.3009855855,0.1641993635
ecoli_00133,-0.3982263938,-0.765567903,0.4309612565,-0.1232057695
ecoli_00134,-0.3306664326,-0.861525957,-0.2287200315,0.1774175925
ecoli_00135,0.45948907600000005,-0.566273754,0.1826935925,-0.11903332250000001
ecoli_00136,1.2809444506,-0.49631791100000006,-0.2594258465,1.0118981875
ecoli_00137,0.3489104293,-0.403923515,-0.1130227585,0.10318284350000001
ecoli_00138,-0.2782932514,-1.107472242,0.4399010085,-0.11338983750000001
ecoli_00139,0.9962529398000001,-0.603940836,-0.34761012150000004,0.7026964815000001
ecoli_00140,-2.4977625416,-0.8395549320000001,0.08070052350000001,0.1964194195
ecoli_00141,-0.40891992390000004,-0.408495843,0.0627717675,0.1634574805
ecoli_00142,0.014479231,0.0036198310000000004,-0.38514509350000004,0.5520704375000001
ecoli_00143,0.32628768610000003,-0.8717232260000001,-0.16336538850000001,0.0503185325
ecoli_00144,-1.2994738242000001,-0.549927366,-0.3827759865,0.6845941795
ecoli_00145,0.4511166797,-0.700325528,0.2957693475,-0.7242720165000001
ecoli_00146,-0.3126478367,0.184655106,-0.43359349350000004,0.12427803750000001
ecoli_00147,-0.2135929966,-0.311064222,0.0478334385,0.08951938250000001
ecoli_00148,-1.3133802506,-0.84072017,0.9100521625,-0.1695982195
ecoli_00149,-3.1651634395,-0.041023445000000006,-0.8092352425,0.1827219705
ecoli_00150,-1.30814803,-0.78732882,0.9377388595,-0.4064078465
ecoli_00151,-0.5964169888,-0.332277957,0.37684362650000003,0.5915932445000001
ecoli_00152,-0.6133855534,-0.058094546000000004,0.5283048065,0.7315571485
ecoli_00153,-1.2119424929,-0.366361769,-0.6253238035,0.34174841850000004
ecoli_00154,-0.5325399647,-0.8323421270000001,0.6137753875,-0.0114854775
ecoli_00155,-0.6377509136,-0.422929999,0.3226385355,0.2696816155
ecoli_00157,0.2892874965,-0.730790606,0.1286809965,-0.1971098345
ecoli_00158,-0.8387330511000001,-0.7070318720000001,0.1531964335,0.8279175895
ecoli_00159,-0.5383536654000001,-0.8567272770000001,-0.0263495475,-0.016922133500000002
ecoli_00160,-1.9349757509,-0.108935902,0.1257093875,-0.6450004675000001
ecoli_00169,-2.2758193937,-0.574782203,-0.0870453805,-0.6698448045000001
ecoli_00170,-2.882342624,-0.5825166860000001,-0.0423348325,-0.6421692985
ecoli_00171,-2.6946723121,-0.376099503,0.19875724050000002,-0.1374514625
ecoli_00172,-2.7877534676,0.029974626,0.058004955500000004,-0.46594162250000004
ecoli_00173,-3.0639564291,-0.8234019220000001,-0.9251800725,0.0469226915
ecoli_00174,-2.7050365596,-1.023818061,-0.6721844545,0.19997491050000002
ecoli_00175,-0.9611941753000001,0.14398128500000001,-0.0823533525,0.3468624025
ecoli_00176,-0.752919258,0.077528398,0.0712056895,0.5080632335
ecoli_00177,-2.0540261627,0.292388421,-1.0578377575,-0.4001426795
ecoli_00178,-3.3470371465,-0.16890463900000002,-1.0553841325,-0.42650179850000003
ecoli_00179,-2.1622869433,-0.979366226,0.6756375725,-0.5365556935
ecoli_00180,-2.098989546,-0.9641239540000001,0.6626014535,-0.4449113435
ecoli_00181,-2.3091676888,-0.686042355,-0.3286591835,-0.5298227175
ecoli_00182,-2.8666134845,-0.521393353,-0.3390460745,-0.7384730225
ecoli_00183,-1.7584901981,-0.253165845,0.5151570955,-0.3018324495
ecoli_00184,-2.0576375468,-0.265487644,0.5167526505,-0.3683739875
ecoli_00185,-3.0202099764,-0.581414261,-0.1530137115,-0.8238837925
ecoli_00186,-3.2709349763,-0.709856618,-0.2612423745,-0.5953893325
ecoli_00187,-1.9773213198000001,0.15060900700000002,0.1409323795,-0.2768194735
ecoli_00188,-2.0002670386,0.15400286300000002,0.0856358905,-0.3561040615
ecoli_00189,-2.605791395,-0.22566581,-0.1340449555,-0.9957385335000001
ecoli_00190,-2.3719083497,-0.285074159,-0.1195130625,-0.9546564225
ecoli_00191,-2.249466693,-0.37402136500000005,0.07535001050000001,-0.6540507205
ecoli_00192,-2.3303309724,0.010548783,-0.2372373025,-0.1093091435
ecoli_00193,-2.629086012,-0.0042977350000000004,0.047134193500000005,-0.3589568285
ecoli_00194,-2.3051151795,0.090215823,0.0354982345,-0.1305999395
ecoli_00195,-2.465548233,-0.47556159400000003,-0.0661218145,-0.37062355950000003
ecoli_00196,-2.1484350327,0.015189020000000001,0.15604011950000002,-0.2719949665
ecoli_00197,-2.1529295725,-0.17188119999999998,0.2143504035,-0.4561380405
ecoli_00198,-2.148279333,-0.6706418980000001,-0.0017891935,-0.9133682085
ecoli_00199,1.4828838228,-0.271243088,-0.5157488235000001,-0.32208165050000004
ecoli_00200,0.5350849886,-0.35239612000000003,-0.2089688725,-0.00039540850000000004
ecoli_00201,0.0525187696,-0.011879716,0.1860618245,0.0052448835
ecoli_00202,-0.2288099183,0.099256307,0.1927228085,-0.1371983975
ecoli_00203,-0.44498091230000003,0.16541222700000002,0.33926392650000003,-0.2311001085
ecoli_00204,-1.0764130706,0.28648924200000003,0.3590436965,-0.45084447450000004
ecoli_00205,1.6266018393000001,0.015397967,0.3516961825,-0.2969574545
ecoli_00206,1.7612425984,0.28191144300000004,0.1364148675,-0.0359437005
ecoli_00207,0.6969717465,-0.070248027,0.3815493265,0.0749049425
ecoli_00208,1.1572351861,0.027310279000000003,0.3087586845,-0.0319169205
ecoli_00209,11.3835507052,0.24964659300000003,0.3031678425,-0.4245725805
ecoli_00210,11.3748469139,0.29505669100000004,0.2705033885,-0.3086033265
ecoli_00211,1.6692010936,-0.035690933,0.7162081105,-0.4992745465
ecoli_00212,2.0470782783,-0.192731646,0.8556955605000001,-0.8331827785
ecoli_00213,4.7349174686,-0.081854411,0.2788241755,-0.0211445585
ecoli_00214,1.4517973302,-0.11205100500000001,0.5581483085,-0.0059229025000000005
ecoli_00215,-1.6288734331999999,-0.041238296,-0.35854680450000004,-0.1567969565
ecoli_00216,-1.9577391612000001,0.10387604800000001,-0.3939581185,-0.23074658750000002
ecoli_00217,0.4836901704,-0.19308734800000002,-0.24830514750000002,0.0375481925
ecoli_00218,1.765979658,-0.06924846700000001,0.1361734665,-0.0673412485
ecoli_00219,12.0569850486,0.133480124,0.2994900635,-0.5653351495
ecoli_00220,12.4372675564,-0.08009709999999999,0.18374676850000002,-0.3152026925
ecoli_00221,2.035193352,-0.025374661000000003,0.5393890305,-0.0843239385
ecoli_00222,1.6686607332,-0.06183766,0.6765963625,-0.3493156565
ecoli_00223,-1.7258260075,0.832749264,-0.0766745885,-0.0320084675
ecoli_00224,-1.8767951355,0.69799743,-0.1393534505,-0.7484090575
ecoli_00225,-0.3909267769,-0.157957028,0.0182648885,0.0545294705
ecoli_00226,-0.8102315814000001,-0.140968008,0.1092488815,-0.1349358675
ecoli_00227,-1.8576902788,-0.17204290800000002,0.053938109500000005,-0.3904965935
ecoli_00228,-1.2429853261,-0.107360732,-0.2654215875,-0.6175583175
ecoli_00229,-1.8121272966,0.02860488,-0.1086395425,-0.2930639215
ecoli_00230,-1.8954846691,0.018152858,-0.2274697795,-0.4075238145
ecoli_00231,-2.2736575909,-0.24455269400000001,-0.061023535500000003,-0.5650249625
ecoli_00232,-1.6840964758,-0.49851678200000005,-0.0567525695,-0.6321262895
ecoli_00233,-1.6943415828,0.043279577,-0.09414386350000001,-0.35286112750000004
ecoli_00234,-1.4880309842,0.025957566,0.0175624245,-0.1263653625
ecoli_00235,-1.1310689782,-0.032508698,0.1324871305,-0.1327951415
ecoli_00236,-0.039694191000000004,0.12100314200000001,0.38338270750000003,-0.0136276695
ecoli_00237,-1.3401791544,-0.139046015,-0.2260796615,-0.2704816225
ecoli_00238,-1.3257363287000001,-0.305667001,-0.0111604875,-0.2507125445
ecoli_00239,-1.6792524711999999,0.14037032700000002,-0.1878391495,-0.3395835135
ecoli_00240,-1.6081294971,0.245534783,-0.2731238505,-0.1961872765
ecoli_00241,-1.2965340044,0.043441123000000005,0.5254608355,0.3408492115
ecoli_00242,-1.3926420947,0.472503616,0.2295403275,0.3899424125
ecoli_00243,-1.2299459525,0.08867501900000001,0.3825831295,0.3936127405
ecoli_00244,-1.9582358679,0.109710337,0.1675404215,0.2479397555
ecoli_00245,-1.9818749905000002,-0.239424556,0.1124904515,-0.0938730185
ecoli_00246,-1.6196895850000002,0.06283324,0.7448799985,0.8002636355
ecoli_00247,-1.2135914548,0.138386837,0.6793211085,0.7166325815
ecoli_00248,-0.8440407656000001,0.020572894,0.8319133635,1.0556156835
ecoli_00249,0.307787472,0.48348564,-0.0851676455,-0.0922362385
ecoli_00250,-0.697573114,0.455371006,0.1817105475,-0.3225240125
ecoli_00251,-2.7883308062000003,-0.34979303700000003,0.0994271605,-0.0758596965
ecoli_00252,-2.9579295325,-0.504625756,0.009719130500000001,0.29210143450000003
ecoli_00253,-1.8012037184,-0.018694104,0.24616540450000002,0.2269915535
ecoli_00254,-2.4364961205,0.029334239,0.43650740050000003,0.1344620495
ecoli_00255,6.3516982651,0.201444863,2.9813391815,0.1821697655
ecoli_00256,6.2421048206,-0.119015744,3.0867212215,0.6614029085
ecoli_00257,6.1629115238,-0.07944807300000001,2.9929782745,0.2520050755
ecoli_00258,6.6598931876,0.23910170800000002,2.9696466875,0.5225936295
ecoli_00259,0.129646271,0.454210088,0.0334062145,0.4664089105
ecoli_00260,1.0964243171,0.11191192900000001,0.6889520835,0.6161670315000001
ecoli_00261,-0.9289142574,-0.115175147,0.2299935355,0.1986786495
ecoli_00262,-0.6693294418,-0.088690269,0.5879009415,0.5764430985
ecoli_00263,-2.0174699354,-0.47824613800000004,0.13981962350000002,-0.5006736195
ecoli_00264,-1.9576574938,-0.500116224,0.0503714175,-0.3220681185
ecoli_00265,0.8779152586000001,0.182629902,0.0780041895,-0.42423243650000003
ecoli_00266,-0.08270906010000001,0.003286967,0.1486184035,-0.4852623635
ecoli_00267,0.3063233499,-0.43491446500000003,0.0493806875,-1.0564393525
ecoli_00268,-0.0308711778,-0.5325290690000001,0.1617769145,-0.5549450265
ecoli_00269,0.9049380585000001,-0.727519585,0.7731489425,-0.8760395095
ecoli_00270,0.3600267842,-0.9322149890000001,0.8163079785,-1.0700629955
ecoli_00271,-2.3299848141,-0.48144585300000003,-0.0486791165,-0.6037487545
ecoli_00272,-1.3026885179,-0.520671749,0.6905281675,-0.7204238545
ecoli_00273,-0.7920401103,0.048799438,0.6986320645,-0.6473081955000001
ecoli_00274,-0.5270903732000001,0.098386387,0.7499653575,-0.7993513845
ecoli_00275,-1.1096897227,0.33845778,0.44127639350000003,-0.3061530575
ecoli_00276,-0.6704587722,0.122291117,0.5001271225,-0.20454764250000002
ecoli_00277,-0.40613033060000003,0.39818642800000004,0.3296260165,-0.37599965750000003
ecoli_00278,-0.4922028926,0.336071344,0.1314579335,-0.33418787050000004
ecoli_00279,-1.7474659674000002,0.34943897300000004,-0.5559493605,-0.6264612985
ecoli_00280,-3.1211861816,0.275376824,-0.4443043595,-0.36159732650000004
ecoli_00281,3.9823377332,0.519099632,-0.025104558500000002,0.0465595305
ecoli_00282,2.9464620027,0.880151659,0.2170034545,-0.4630374915
ecoli_00283,-2.3248581716,0.109761094,0.5497146015000001,-0.22469520650000002
ecoli_00284,-2.0272875212,0.016665733000000002,0.4510376005,-0.21697699550000002
ecoli_00285,-2.5798902,-0.176074747,-0.12198191750000001,-0.5810546115
ecoli_00286,-2.3467979471,-0.181912871,-0.0130155075,-0.7776965775
ecoli_00287,-2.2386445151,-0.291753647,-0.3756914655,-0.5999577235
ecoli_00288,-2.699675967,0.006634076,-0.5716340325,0.1098658555
ecoli_00289,-1.3628184632,-0.392335507,0.2758634045,-0.5666382375
ecoli_00290,-1.2867503156,-0.308233026,0.4783279105,-0.5254217015
ecoli_00291,-1.5757078101,0.028796869000000003,0.24100503850000002,-0.5758251555
ecoli_00292,-0.9663824740000001,-0.08912338900000001,0.2902368765,-0.1089745295
ecoli_00293,-2.4633174378,0.04526947,0.0067964095,-0.3840597475
ecoli_00294,-1.9593298539,0.22040651800000002,-0.0256502545,-0.5138199015
ecoli_00295,-0.5337123866,-0.603801476,0.3689999815,-0.7706379995
ecoli_00296,-0.5856407516000001,-0.576512103,0.4060049215,-0.6901671835000001
ecoli_00297,-1.8680729322,0.103478235,-0.0417054305,-0.40831847050000003
ecoli_00298,-1.253893506,0.13606362700000002,0.3005653165,-0.5418932075
ecoli_00299,-2.2464408085,-0.40422165,-1.0590638185,-0.6953991275
ecoli_00300,-2.8803588591000002,-0.28269487800000004,-1.1727765265,-1.1620772375
ecoli_00301,-3.3636513121,-0.371839246,-0.1170442495,-0.7401285425
ecoli_00302,-2.8013813104,-0.56244078,0.0317878345,-0.4298406965
ecoli_00303,-2.1717609715,-0.036527034,-0.4430780855,-1.0833926645
ecoli_00304,-1.81800346,-0.18578469900000003,-0.42042789950000004,-0.4597031465
ecoli_00305,-1.3176655995,-0.32763857100000005,0.0389591755,-0.3935228555
ecoli_00306,-1.3476199534,-0.430356558,0.0390268605,-0.9580901575
ecoli_00307,-1.7565366786,-0.39768848700000003,0.0336988425,-0.38422457050000003
ecoli_00308,-1.073512585,-0.563251536,0.1807934765,-0.3952754495
ecoli_00309,-2.0191826433,-0.502306726,0.2188994765,-0.4630448895
ecoli_00310,-1.9631213639,-0.7694393570000001,0.1454287745,-0.4298781125
ecoli_00311,0.0919016703,-0.555202547,0.8439501805,-0.4920830325
ecoli_00312,0.1977398031,-0.310565029,1.0541354775,-0.7964734085
ecoli_00313,-2.0197102925,-0.003452876,-0.0811036185,-0.8875922655
ecoli_00314,-1.0508953007,-0.047965381,-0.0245374065,-0.5472938795
ecoli_00315,-2.1799390216,-0.846592521,-0.0753465335,-0.7369462595
ecoli_00316,-1.7873815834,-1.801505932,0.06736502550000001,-0.9536844235
ecoli_00317,-1.4137225616,-0.855555672,0.0838538555,-1.0704320855
ecoli_00318,-2.9213951669,-0.6994678990000001,0.1589106975,-0.8374017545
ecoli_00319,-2.6781078561,-0.501425552,0.13132578450000001,-0.7523333975000001
ecoli_00320,-2.2034500887,-0.35596924500000005,0.0578117255,-0.9342834245
ecoli_00321,-0.7027171995,-0.28903898,-0.3439221375,-0.8598714045
ecoli_00322,-0.5830480219,-0.13627234800000002,-0.2576907215,-0.6389488015
ecoli_00323,-2.5570478596,-0.176851312,-0.0294129875,-0.2848270825
ecoli_00324,-2.9810542782000002,0.021432045,-0.09543299150000001,-0.3160743715
ecoli_00325,-2.925075751,-0.18694153700000002,-0.1054264855,-0.6538640285
ecoli_00326,-2.415883324,0.328660359,-0.0837055895,-0.2962963355
ecoli_00327,-1.9426423920000002,-0.18336428100000002,0.49670297350000003,0.0369929835
ecoli_00328,-2.3929119062,-0.14511177,0.5745950455000001,0.0833683795
ecoli_00329,-1.2427360611,-0.144536292,0.5741910615,0.09245642550000001
ecoli_00330,-1.3031789833,-0.285147761,0.7625336725,-0.1249346335
ecoli_00331,-1.5109433188999999,-0.369960181,0.2820897405,-0.1100571915
ecoli_00332,-1.7542964164,-0.352628098,0.24555751550000002,-0.4409526065
ecoli_00333,-1.8104384804,-0.17779888,0.2033899875,-0.1285130995
ecoli_00334,-2.5749721823,-0.365669108,0.1358560415,-0.2839226505
ecoli_00335,-2.7061565628,-0.339798619,-0.2664781735,-0.4882970005
ecoli_00336,-2.7715366445000003,-0.29588757800000004,-0.07828866550000001,-0.7118685745000001
ecoli_00337,-1.9659001689000002,-0.476334723,0.31696072750000004,-0.5847514885
ecoli_00338,-2.3648780726,-0.26792097200000003,0.3402695355,-0.5510279985000001
ecoli_00339,-2.6859747751,-0.522771384,-0.26912786650000003,-0.1489201085
ecoli_00340,-2.6340401492,-0.300035379,0.0301634445,-0.1521862505
ecoli_00341,-2.5248728263,-0.512692999,-0.3379383125,-0.40343315550000003
ecoli_00342,-3.0611546441,-0.587527554,-0.20039534650000002,-0.5988018405000001
ecoli_00343,-0.9210854125,-0.691140975,0.0844751145,-0.3066171935
ecoli_00344,-0.8459721881000001,-0.707579199,0.035705796500000005,-0.7820583195
ecoli_00345,-1.6520580657,-0.477876697,0.1958201065,-0.0339521595
ecoli_00346,-1.5325617679999999,-0.6720691990000001,0.1314327935,-0.0655039115
ecoli_00347,-2.6243190884,-0.042363131000000005,-0.4968590745,-0.2803770145
ecoli_00348,-2.5421471786,0.016273012,-0.5139422875,-0.46507541150000004
ecoli_00349,-2.5686379387000002,-0.115597237,-0.5107458385,-0.2794776625
ecoli_00350,-2.3699328935,-0.291599763,-0.4197869835,-0.3190265615
ecoli_00351,-1.6531562109,0.49680598400000003,-0.2175027655,-0.1889044005
ecoli_00352,-2.6928770323,-0.2781241,-0.3283903825,-0.5430726135
ecoli_00353,-2.8831113119,-0.0007872020000000001,-0.5033067885,-0.5353710135
ecoli_00354,-2.4677330899,-0.12821762,-0.5218471095,-0.3437163615
ecoli_00355,-2.3019002137,-0.007975924,-0.4874209745,0.2343418665
ecoli_00356,-2.1912646266,0.232497519,-0.5189997985,0.1033708915
ecoli_00357,-2.9911069138,0.006304603000000001,-0.3727894745,0.07364018850000001
ecoli_00358,-2.8397481766,0.20721434400000002,-0.3532666715,0.12277273350000001
ecoli_00359,-1.9541089153,0.134685881,0.1836892175,0.0421943305
ecoli_00360,-2.5538570044,0.19021089,0.1401976285,-0.2844371665
